TrialNumber,Participant,ConFBLSMCLS,ConRew,Bias,TrialType,Reward,LongShort,FBMem,Gender,Age,AQ,PI20,FB (1) vs MC(2),Short (1) vs Long (2)
13,45,4,1,0.099,MCL,POS,Long,Mem,2,19,15,33,2,2
14,45,2,1,0.033,FBL,POS,Long,FB,2,19,15,33,1,2
15,45,3,1,0.022,MCS,POS,Short,Mem,2,19,15,33,2,1
16,45,1,2,-0.025,FBS,NEG,Short,FB,2,19,15,33,1,1
1,46,1,1,0.109,FBS,POS,Short,FB,2,20,4,31,1,1
2,46,2,2,-0.09,FBL,NEG,Long,FB,2,20,4,31,1,2
3,46,3,1,-0.076,MCS,POS,Short,Mem,2,20,4,31,2,1
4,46,4,2,0.043,MCL,NEG,Long,Mem,2,20,4,31,2,2
5,46,1,1,0.01,FBS,POS,Short,FB,2,20,4,31,1,1
6,46,3,2,0.053,MCS,NEG,Short,Mem,2,20,4,31,2,1
7,46,4,1,-0.127,MCL,POS,Long,Mem,2,20,4,31,2,2
8,46,2,1,-0.103,FBL,POS,Long,FB,2,20,4,31,1,2
9,46,1,2,-0.049,FBS,NEG,Short,FB,2,20,4,31,1,1
10,46,3,2,-0.009,MCS,NEG,Short,Mem,2,20,4,31,2,1
11,46,2,2,0.045,FBL,NEG,Long,FB,2,20,4,31,1,2
12,46,4,2,-0.077,MCL,NEG,Long,Mem,2,20,4,31,2,2
13,46,4,1,-0.047,MCL,POS,Long,Mem,2,20,4,31,2,2
14,46,2,1,-0.037,FBL,POS,Long,FB,2,20,4,31,1,2
15,46,3,1,-0.114,MCS,POS,Short,Mem,2,20,4,31,2,1
16,46,1,2,-0.058,FBS,NEG,Short,FB,2,20,4,31,1,1
1,47,1,1,0.03,FBS,NEG,Short,FB,2,19,17,33,1,1
2,47,2,2,0.021,FBL,POS,Long,FB,2,19,17,33,1,2
3,47,3,1,-0.048,MCS,NEG,Short,Mem,2,19,17,33,2,1
4,47,4,2,0.004,MCL,POS,Long,Mem,2,19,17,33,2,2
5,47,1,1,0,FBS,NEG,Short,FB,2,19,17,33,1,1
6,47,3,2,0.061,MCS,POS,Short,Mem,2,19,17,33,2,1
7,47,4,1,-0.13,MCL,NEG,Long,Mem,2,19,17,33,2,2
8,47,2,1,-0.162,FBL,NEG,Long,FB,2,19,17,33,1,2
9,47,1,2,-0.102,FBS,POS,Short,FB,2,19,17,33,1,1
10,47,3,2,0.003,MCS,POS,Short,Mem,2,19,17,33,2,1
11,47,2,2,-0.016,FBL,POS,Long,FB,2,19,17,33,1,2
12,47,4,2,-0.059,MCL,POS,Long,Mem,2,19,17,33,2,2
13,47,4,1,0.062,MCL,NEG,Long,Mem,2,19,17,33,2,2
14,47,2,1,-0.009,FBL,NEG,Long,FB,2,19,17,33,1,2
15,47,3,1,-0.053,MCS,NEG,Short,Mem,2,19,17,33,2,1
16,47,1,2,-0.009,FBS,POS,Short,FB,2,19,17,33,1,1
1,48,1,1,0.018,FBS,NEG,Short,FB,2,20,11,27,1,1
2,48,2,2,0.041,FBL,POS,Long,FB,2,20,11,27,1,2
3,48,3,1,0.36,MCS,NEG,Short,Mem,2,20,11,27,2,1
4,48,4,2,0.021,MCL,POS,Long,Mem,2,20,11,27,2,2
5,48,1,1,0.009,FBS,NEG,Short,FB,2,20,11,27,1,1
6,48,3,2,0.007,MCS,POS,Short,Mem,2,20,11,27,2,1
7,48,4,1,0.011,MCL,NEG,Long,Mem,2,20,11,27,2,2
8,48,2,1,-0.121,FBL,NEG,Long,FB,2,20,11,27,1,2
9,48,1,2,-0.027,FBS,POS,Short,FB,2,20,11,27,1,1
10,48,3,2,0.045,MCS,POS,Short,Mem,2,20,11,27,2,1
11,48,2,2,-0.007,FBL,POS,Long,FB,2,20,11,27,1,2
12,48,4,2,-0.116,MCL,POS,Long,Mem,2,20,11,27,2,2
13,48,4,1,0.036,MCL,NEG,Long,Mem,2,20,11,27,2,2
14,48,2,1,0.011,FBL,NEG,Long,FB,2,20,11,27,1,2
15,48,3,1,-0.084,MCS,NEG,Short,Mem,2,20,11,27,2,1
16,48,1,2,-0.009,FBS,POS,Short,FB,2,20,11,27,1,1
1,49,1,1,0.055,FBS,POS,Short,FB,2,20,15,39,1,1
2,49,2,2,-0.048,FBL,NEG,Long,FB,2,20,15,39,1,2
3,49,3,1,0.004,MCS,POS,Short,Mem,2,20,15,39,2,1
4,49,4,2,0.078,MCL,NEG,Long,Mem,2,20,15,39,2,2
5,49,1,1,-0.067,FBS,POS,Short,FB,2,20,15,39,1,1
6,49,3,2,0.044,MCS,NEG,Short,Mem,2,20,15,39,2,1
7,49,4,1,-0.051,MCL,POS,Long,Mem,2,20,15,39,2,2
8,49,2,1,0.058,FBL,POS,Long,FB,2,20,15,39,1,2
9,49,1,2,-0.055,FBS,NEG,Short,FB,2,20,15,39,1,1
10,49,3,2,0.029,MCS,NEG,Short,Mem,2,20,15,39,2,1
11,49,2,2,0.019,FBL,NEG,Long,FB,2,20,15,39,1,2
12,49,4,2,0.033,MCL,NEG,Long,Mem,2,20,15,39,2,2
13,49,4,1,0.065,MCL,POS,Long,Mem,2,20,15,39,2,2
14,49,2,1,-0.033,FBL,POS,Long,FB,2,20,15,39,1,2
15,49,3,1,0.045,MCS,POS,Short,Mem,2,20,15,39,2,1
16,49,1,2,0.186,FBS,NEG,Short,FB,2,20,15,39,1,1
1,50,1,1,0.045,FBS,POS,Short,FB,2,20,12,30,1,1
2,50,2,2,-0.084,FBL,NEG,Long,FB,2,20,12,30,1,2
3,50,3,1,0.004,MCS,POS,Short,Mem,2,20,12,30,2,1
4,50,4,2,-0.014,MCL,NEG,Long,Mem,2,20,12,30,2,2
5,50,1,1,0.002,FBS,POS,Short,FB,2,20,12,30,1,1
6,50,3,2,-0.02,MCS,NEG,Short,Mem,2,20,12,30,2,1
7,50,4,1,0.06,MCL,POS,Long,Mem,2,20,12,30,2,2
8,50,2,1,0.094,FBL,POS,Long,FB,2,20,12,30,1,2
9,50,1,2,0.006,FBS,NEG,Short,FB,2,20,12,30,1,1
10,50,3,2,0.029,MCS,NEG,Short,Mem,2,20,12,30,2,1
11,50,2,2,-0.07,FBL,NEG,Long,FB,2,20,12,30,1,2
12,50,4,2,-0.162,MCL,NEG,Long,Mem,2,20,12,30,2,2
13,50,4,1,-0.103,MCL,POS,Long,Mem,2,20,12,30,2,2
14,50,2,1,-0.132,FBL,POS,Long,FB,2,20,12,30,1,2
15,50,3,1,-0.037,MCS,POS,Short,Mem,2,20,12,30,2,1
16,50,1,2,-0.059,FBS,NEG,Short,FB,2,20,12,30,1,1
1,51,1,1,0.029,FBS,NEG,Short,FB,2,18,7,33,1,1
2,51,2,2,-0.053,FBL,POS,Long,FB,2,18,7,33,1,2
3,51,3,1,0.409,MCS,NEG,Short,Mem,2,18,7,33,2,1
4,51,4,2,0.001,MCL,POS,Long,Mem,2,18,7,33,2,2
5,51,1,1,-0.031,FBS,NEG,Short,FB,2,18,7,33,1,1
6,51,3,2,0.019,MCS,POS,Short,Mem,2,18,7,33,2,1
7,51,4,1,-0.027,MCL,NEG,Long,Mem,2,18,7,33,2,2
8,51,2,1,0.026,FBL,NEG,Long,FB,2,18,7,33,1,2
9,51,1,2,-0.192,FBS,POS,Short,FB,2,18,7,33,1,1
10,51,3,2,0.055,MCS,POS,Short,Mem,2,18,7,33,2,1
11,51,2,2,0.015,FBL,POS,Long,FB,2,18,7,33,1,2
12,51,4,2,0.039,MCL,POS,Long,Mem,2,18,7,33,2,2
13,51,4,1,0.678,MCL,NEG,Long,Mem,2,18,7,33,2,2
14,51,2,1,-0.023,FBL,NEG,Long,FB,2,18,7,33,1,2
15,51,3,1,-0.053,MCS,NEG,Short,Mem,2,18,7,33,2,1
16,51,1,2,0.088,FBS,POS,Short,FB,2,18,7,33,1,1
1,52,1,1,0.054,FBS,NEG,Short,FB,2,19,13,36,1,1
2,52,2,2,-0.07,FBL,POS,Long,FB,2,19,13,36,1,2
3,52,3,1,-0.002,MCS,NEG,Short,Mem,2,19,13,36,2,1
4,52,4,2,0.095,MCL,POS,Long,Mem,2,19,13,36,2,2
5,52,1,1,0.024,FBS,NEG,Short,FB,2,19,13,36,1,1
6,52,3,2,0.322,MCS,POS,Short,Mem,2,19,13,36,2,1
7,52,4,1,0.01,MCL,NEG,Long,Mem,2,19,13,36,2,2
8,52,2,1,0.051,FBL,NEG,Long,FB,2,19,13,36,1,2
9,52,1,2,0.098,FBS,POS,Short,FB,2,19,13,36,1,1
10,52,3,2,0.074,MCS,POS,Short,Mem,2,19,13,36,2,1
11,52,2,2,-0.058,FBL,POS,Long,FB,2,19,13,36,1,2
12,52,4,2,-0.057,MCL,POS,Long,Mem,2,19,13,36,2,2
13,52,4,1,-0.015,MCL,NEG,Long,Mem,2,19,13,36,2,2
14,52,2,1,-0.037,FBL,NEG,Long,FB,2,19,13,36,1,2
15,52,3,1,-0.061,MCS,NEG,Short,Mem,2,19,13,36,2,1
16,52,1,2,-0.057,FBS,POS,Short,FB,2,19,13,36,1,1
1,53,1,1,0.068,FBS,POS,Short,FB,2,21,9,32,1,1
2,53,2,2,0.073,FBL,NEG,Long,FB,2,21,9,32,1,2
3,53,3,1,-0.082,MCS,POS,Short,Mem,2,21,9,32,2,1
4,53,4,2,-0.003,MCL,NEG,Long,Mem,2,21,9,32,2,2
5,53,1,1,-0.007,FBS,POS,Short,FB,2,21,9,32,1,1
6,53,3,2,0.09,MCS,NEG,Short,Mem,2,21,9,32,2,1
7,53,4,1,-0.14,MCL,POS,Long,Mem,2,21,9,32,2,2
8,53,2,1,0.014,FBL,POS,Long,FB,2,21,9,32,1,2
9,53,1,2,-0.018,FBS,NEG,Short,FB,2,21,9,32,1,1
10,53,3,2,0.036,MCS,NEG,Short,Mem,2,21,9,32,2,1
11,53,2,2,0.088,FBL,NEG,Long,FB,2,21,9,32,1,2
12,53,4,2,-0.113,MCL,NEG,Long,Mem,2,21,9,32,2,2
13,53,4,1,0.025,MCL,POS,Long,Mem,2,21,9,32,2,2
14,53,2,1,0.007,FBL,POS,Long,FB,2,21,9,32,1,2
15,53,3,1,0.019,MCS,POS,Short,Mem,2,21,9,32,2,1
16,53,1,2,0.039,FBS,NEG,Short,FB,2,21,9,32,1,1
1,54,1,1,0.068,FBS,POS,Short,FB,2,19,10,43,1,1
2,54,2,2,-0.006,FBL,NEG,Long,FB,2,19,10,43,1,2
3,54,3,1,-0.096,MCS,POS,Short,Mem,2,19,10,43,2,1
4,54,4,2,0.018,MCL,NEG,Long,Mem,2,19,10,43,2,2
5,54,1,1,-0.031,FBS,POS,Short,FB,2,19,10,43,1,1
6,54,3,2,0.036,MCS,NEG,Short,Mem,2,19,10,43,2,1
7,54,4,1,-0.009,MCL,POS,Long,Mem,2,19,10,43,2,2
8,54,2,1,-0.034,FBL,POS,Long,FB,2,19,10,43,1,2
9,54,1,2,-0.073,FBS,NEG,Short,FB,2,19,10,43,1,1
10,54,3,2,0.029,MCS,NEG,Short,Mem,2,19,10,43,2,1
11,54,2,2,-0.039,FBL,NEG,Long,FB,2,19,10,43,1,2
12,54,4,2,-0.1,MCL,NEG,Long,Mem,2,19,10,43,2,2
13,54,4,1,0.027,MCL,POS,Long,Mem,2,19,10,43,2,2
14,54,2,1,-0.055,FBL,POS,Long,FB,2,19,10,43,1,2
15,54,3,1,-0.079,MCS,POS,Short,Mem,2,19,10,43,2,1
16,54,1,2,-0.065,FBS,NEG,Short,FB,2,19,10,43,1,1
1,55,1,1,0.041,FBS,NEG,Short,FB,2,19,16,27,1,1
2,55,2,2,-0.089,FBL,POS,Long,FB,2,19,16,27,1,2
3,55,3,1,-0.039,MCS,NEG,Short,Mem,2,19,16,27,2,1
4,55,4,2,-0.013,MCL,POS,Long,Mem,2,19,16,27,2,2
5,55,1,1,0.01,FBS,NEG,Short,FB,2,19,16,27,1,1
6,55,3,2,0.012,MCS,POS,Short,Mem,2,19,16,27,2,1
7,55,4,1,-0.035,MCL,NEG,Long,Mem,2,19,16,27,2,2
8,55,2,1,-0.119,FBL,NEG,Long,FB,2,19,16,27,1,2
9,55,1,2,-0.07,FBS,POS,Short,FB,2,19,16,27,1,1
10,55,3,2,0.057,MCS,POS,Short,Mem,2,19,16,27,2,1
11,55,2,2,0.124,FBL,POS,Long,FB,2,19,16,27,1,2
12,55,4,2,0.002,MCL,POS,Long,Mem,2,19,16,27,2,2
13,55,4,1,0.005,MCL,NEG,Long,Mem,2,19,16,27,2,2
14,55,2,1,-0.063,FBL,NEG,Long,FB,2,19,16,27,1,2
15,55,3,1,-0.039,MCS,NEG,Short,Mem,2,19,16,27,2,1
16,55,1,2,0.433,FBS,POS,Short,FB,2,19,16,27,1,1
1,56,1,1,0.015,FBS,NEG,Short,FB,2,18,9,37,1,1
2,56,2,2,-0.117,FBL,POS,Long,FB,2,18,9,37,1,2
3,56,3,1,-0.018,MCS,NEG,Short,Mem,2,18,9,37,2,1
4,56,4,2,0.042,MCL,POS,Long,Mem,2,18,9,37,2,2
5,56,1,1,0.008,FBS,NEG,Short,FB,2,18,9,37,1,1
6,56,3,2,0.111,MCS,POS,Short,Mem,2,18,9,37,2,1
7,56,4,1,-0.053,MCL,NEG,Long,Mem,2,18,9,37,2,2
8,56,2,1,0.019,FBL,NEG,Long,FB,2,18,9,37,1,2
9,56,1,2,-0.012,FBS,POS,Short,FB,2,18,9,37,1,1
10,56,3,2,-0.011,MCS,POS,Short,Mem,2,18,9,37,2,1
11,56,2,2,0.053,FBL,POS,Long,FB,2,18,9,37,1,2
12,56,4,2,-0.013,MCL,POS,Long,Mem,2,18,9,37,2,2
13,56,4,1,-0.001,MCL,NEG,Long,Mem,2,18,9,37,2,2
14,56,2,1,0.023,FBL,NEG,Long,FB,2,18,9,37,1,2
15,56,3,1,-0.008,MCS,NEG,Short,Mem,2,18,9,37,2,1
16,56,1,2,0.02,FBS,POS,Short,FB,2,18,9,37,1,1
1,57,1,1,0.02,FBS,POS,Short,FB,2,18,15,48,1,1
2,57,2,2,-0.074,FBL,NEG,Long,FB,2,18,15,48,1,2
3,57,3,1,0.013,MCS,POS,Short,Mem,2,18,15,48,2,1
4,57,4,2,0.004,MCL,NEG,Long,Mem,2,18,15,48,2,2
5,57,1,1,-0.001,FBS,POS,Short,FB,2,18,15,48,1,1
6,57,3,2,-0.026,MCS,NEG,Short,Mem,2,18,15,48,2,1
7,57,4,1,0.029,MCL,POS,Long,Mem,2,18,15,48,2,2
8,57,2,1,-0.04,FBL,POS,Long,FB,2,18,15,48,1,2
9,57,1,2,-0.065,FBS,NEG,Short,FB,2,18,15,48,1,1
10,57,3,2,0.004,MCS,NEG,Short,Mem,2,18,15,48,2,1
11,57,2,2,0.061,FBL,NEG,Long,FB,2,18,15,48,1,2
12,57,4,2,-0.055,MCL,NEG,Long,Mem,2,18,15,48,2,2
13,57,4,1,0.006,MCL,POS,Long,Mem,2,18,15,48,2,2
14,57,2,1,-0.019,FBL,POS,Long,FB,2,18,15,48,1,2
15,57,3,1,-0.069,MCS,POS,Short,Mem,2,18,15,48,2,1
16,57,1,2,-0.015,FBS,NEG,Short,FB,2,18,15,48,1,1
1,58,1,1,0.03,FBS,POS,Short,FB,2,19,21,40,1,1
2,58,2,2,0.116,FBL,NEG,Long,FB,2,19,21,40,1,2
3,58,3,1,0.094,MCS,POS,Short,Mem,2,19,21,40,2,1
4,58,4,2,0.039,MCL,NEG,Long,Mem,2,19,21,40,2,2
5,58,1,1,-0.009,FBS,POS,Short,FB,2,19,21,40,1,1
6,58,3,2,0.003,MCS,NEG,Short,Mem,2,19,21,40,2,1
7,58,4,1,-0.048,MCL,POS,Long,Mem,2,19,21,40,2,2
8,58,2,1,-0.001,FBL,POS,Long,FB,2,19,21,40,1,2
9,58,1,2,0.032,FBS,NEG,Short,FB,2,19,21,40,1,1
10,58,3,2,0.019,MCS,NEG,Short,Mem,2,19,21,40,2,1
11,58,2,2,-0.044,FBL,NEG,Long,FB,2,19,21,40,1,2
12,58,4,2,-0.087,MCL,NEG,Long,Mem,2,19,21,40,2,2
13,58,4,1,0.036,MCL,POS,Long,Mem,2,19,21,40,2,2
14,58,2,1,0.044,FBL,POS,Long,FB,2,19,21,40,1,2
15,58,3,1,-0.034,MCS,POS,Short,Mem,2,19,21,40,2,1
16,58,1,2,0.149,FBS,NEG,Short,FB,2,19,21,40,1,1
1,59,1,1,0.056,FBS,NEG,Short,FB,2,18,13,43,1,1
2,59,2,2,-0.002,FBL,POS,Long,FB,2,18,13,43,1,2
3,59,3,1,-0.036,MCS,NEG,Short,Mem,2,18,13,43,2,1
4,59,4,2,-0.007,MCL,POS,Long,Mem,2,18,13,43,2,2
5,59,1,1,0.029,FBS,NEG,Short,FB,2,18,13,43,1,1
6,59,3,2,-0.006,MCS,POS,Short,Mem,2,18,13,43,2,1
7,59,4,1,0.042,MCL,NEG,Long,Mem,2,18,13,43,2,2
8,59,2,1,-0.165,FBL,NEG,Long,FB,2,18,13,43,1,2
9,59,1,2,-0.038,FBS,POS,Short,FB,2,18,13,43,1,1
10,59,3,2,0.044,MCS,POS,Short,Mem,2,18,13,43,2,1
11,59,2,2,-0.086,FBL,POS,Long,FB,2,18,13,43,1,2
12,59,4,2,-0.1,MCL,POS,Long,Mem,2,18,13,43,2,2
13,59,4,1,-0.03,MCL,NEG,Long,Mem,2,18,13,43,2,2
14,59,2,1,-0.08,FBL,NEG,Long,FB,2,18,13,43,1,2
15,59,3,1,0.026,MCS,NEG,Short,Mem,2,18,13,43,2,1
16,59,1,2,-0.064,FBS,POS,Short,FB,2,18,13,43,1,1
1,60,1,1,0.017,FBS,NEG,Short,FB,2,19,12,36,1,1
2,60,2,2,-0.099,FBL,POS,Long,FB,2,19,12,36,1,2
3,60,3,1,-0.02,MCS,NEG,Short,Mem,2,19,12,36,2,1
4,60,4,2,-0.021,MCL,POS,Long,Mem,2,19,12,36,2,2
5,60,1,1,-0.032,FBS,NEG,Short,FB,2,19,12,36,1,1
6,60,3,2,-0.031,MCS,POS,Short,Mem,2,19,12,36,2,1
7,60,4,1,-0.008,MCL,NEG,Long,Mem,2,19,12,36,2,2
8,60,2,1,-0.09,FBL,NEG,Long,FB,2,19,12,36,1,2
9,60,1,2,0.068,FBS,POS,Short,FB,2,19,12,36,1,1
10,60,3,2,0.014,MCS,POS,Short,Mem,2,19,12,36,2,1
11,60,2,2,-0.044,FBL,POS,Long,FB,2,19,12,36,1,2
12,60,4,2,0.041,MCL,POS,Long,Mem,2,19,12,36,2,2
13,60,4,1,0.547,MCL,NEG,Long,Mem,2,19,12,36,2,2
14,60,2,1,-0.05,FBL,NEG,Long,FB,2,19,12,36,1,2
15,60,3,1,-0.026,MCS,NEG,Short,Mem,2,19,12,36,2,1
16,60,1,2,0.02,FBS,POS,Short,FB,2,19,12,36,1,1
1,61,1,1,0.125,FBS,POS,Short,FB,2,19,15,30,1,1
2,61,2,2,0.596,FBL,NEG,Long,FB,2,19,15,30,1,2
3,61,3,1,0.264,MCS,POS,Short,Mem,2,19,15,30,2,1
4,61,4,2,0.704,MCL,NEG,Long,Mem,2,19,15,30,2,2
5,61,1,1,-0.002,FBS,POS,Short,FB,2,19,15,30,1,1
6,61,3,2,0.043,MCS,NEG,Short,Mem,2,19,15,30,2,1
7,61,4,1,-0.208,MCL,POS,Long,Mem,2,19,15,30,2,2
8,61,2,1,-0.01,FBL,POS,Long,FB,2,19,15,30,1,2
9,61,1,2,-0.002,FBS,NEG,Short,FB,2,19,15,30,1,1
10,61,3,2,0.014,MCS,NEG,Short,Mem,2,19,15,30,2,1
11,61,2,2,0.033,FBL,NEG,Long,FB,2,19,15,30,1,2
12,61,4,2,-0.105,MCL,NEG,Long,Mem,2,19,15,30,2,2
13,61,4,1,0.059,MCL,POS,Long,Mem,2,19,15,30,2,2
14,61,2,1,-0.118,FBL,POS,Long,FB,2,19,15,30,1,2
15,61,3,1,-0.042,MCS,POS,Short,Mem,2,19,15,30,2,1
16,61,1,2,-0.093,FBS,NEG,Short,FB,2,19,15,30,1,1
1,62,1,1,0.038,FBS,POS,Short,FB,1,18,6,28,1,1
2,62,2,2,-0.009,FBL,NEG,Long,FB,1,18,6,28,1,2
3,62,3,1,-0.006,MCS,POS,Short,Mem,1,18,6,28,2,1
4,62,4,2,-0.008,MCL,NEG,Long,Mem,1,18,6,28,2,2
5,62,1,1,-0.019,FBS,POS,Short,FB,1,18,6,28,1,1
6,62,3,2,0.025,MCS,NEG,Short,Mem,1,18,6,28,2,1
7,62,4,1,-0.006,MCL,POS,Long,Mem,1,18,6,28,2,2
8,62,2,1,0.034,FBL,POS,Long,FB,1,18,6,28,1,2
9,62,1,2,-0.007,FBS,NEG,Short,FB,1,18,6,28,1,1
10,62,3,2,0.251,MCS,NEG,Short,Mem,1,18,6,28,2,1
11,62,2,2,0.476,FBL,NEG,Long,FB,1,18,6,28,1,2
12,62,4,2,-0.157,MCL,NEG,Long,Mem,1,18,6,28,2,2
13,62,4,1,0.008,MCL,POS,Long,Mem,1,18,6,28,2,2
14,62,2,1,0.001,FBL,POS,Long,FB,1,18,6,28,1,2
15,62,3,1,-0.135,MCS,POS,Short,Mem,1,18,6,28,2,1
16,62,1,2,-0.058,FBS,NEG,Short,FB,1,18,6,28,1,1
1,63,1,1,-0.008,FBS,NEG,Short,FB,2,19,7,54,1,1
2,63,2,2,-0.095,FBL,POS,Long,FB,2,19,7,54,1,2
3,63,3,1,-0.063,MCS,NEG,Short,Mem,2,19,7,54,2,1
4,63,4,2,0.005,MCL,POS,Long,Mem,2,19,7,54,2,2
5,63,1,1,-0.006,FBS,NEG,Short,FB,2,19,7,54,1,1
6,63,3,2,0.007,MCS,POS,Short,Mem,2,19,7,54,2,1
7,63,4,1,-0.007,MCL,NEG,Long,Mem,2,19,7,54,2,2
8,63,2,1,-0.001,FBL,NEG,Long,FB,2,19,7,54,1,2
9,63,1,2,0.007,FBS,POS,Short,FB,2,19,7,54,1,1
10,63,3,2,0.197,MCS,POS,Short,Mem,2,19,7,54,2,1
11,63,2,2,0.007,FBL,POS,Long,FB,2,19,7,54,1,2
12,63,4,2,0.008,MCL,POS,Long,Mem,2,19,7,54,2,2
13,63,4,1,0.008,MCL,NEG,Long,Mem,2,19,7,54,2,2
14,63,2,1,0.016,FBL,NEG,Long,FB,2,19,7,54,1,2
15,63,3,1,-0.003,MCS,NEG,Short,Mem,2,19,7,54,2,1
16,63,1,2,0.008,FBS,POS,Short,FB,2,19,7,54,1,1
1,64,1,1,0.11,FBS,NEG,Short,FB,2,20,14,41,1,1
2,64,2,2,-0.047,FBL,POS,Long,FB,2,20,14,41,1,2
3,64,3,1,-0.004,MCS,NEG,Short,Mem,2,20,14,41,2,1
4,64,4,2,0.018,MCL,POS,Long,Mem,2,20,14,41,2,2
5,64,1,1,0.022,FBS,NEG,Short,FB,2,20,14,41,1,1
6,64,3,2,-0.041,MCS,POS,Short,Mem,2,20,14,41,2,1
7,64,4,1,-0.237,MCL,NEG,Long,Mem,2,20,14,41,2,2
8,64,2,1,-0.041,FBL,NEG,Long,FB,2,20,14,41,1,2
9,64,1,2,-0.061,FBS,POS,Short,FB,2,20,14,41,1,1
10,64,3,2,0.023,MCS,POS,Short,Mem,2,20,14,41,2,1
11,64,2,2,-0.062,FBL,POS,Long,FB,2,20,14,41,1,2
12,64,4,2,-0.032,MCL,POS,Long,Mem,2,20,14,41,2,2
13,64,4,1,-0.002,MCL,NEG,Long,Mem,2,20,14,41,2,2
14,64,2,1,-0.075,FBL,NEG,Long,FB,2,20,14,41,1,2
15,64,3,1,-0.03,MCS,NEG,Short,Mem,2,20,14,41,2,1
16,64,1,2,-0.048,FBS,POS,Short,FB,2,20,14,41,1,1
1,65,1,1,0.012,FBS,POS,Short,FB,1,19,18,30,1,1
2,65,2,2,-0.126,FBL,NEG,Long,FB,1,19,18,30,1,2
3,65,3,1,0.047,MCS,POS,Short,Mem,1,19,18,30,2,1
4,65,4,2,-0.011,MCL,NEG,Long,Mem,1,19,18,30,2,2
5,65,1,1,-0.01,FBS,POS,Short,FB,1,19,18,30,1,1
6,65,3,2,0.016,MCS,NEG,Short,Mem,1,19,18,30,2,1
7,65,4,1,0.02,MCL,POS,Long,Mem,1,19,18,30,2,2
8,65,2,1,-0.214,FBL,POS,Long,FB,1,19,18,30,1,2
9,65,1,2,-0.078,FBS,NEG,Short,FB,1,19,18,30,1,1
10,65,3,2,0.033,MCS,NEG,Short,Mem,1,19,18,30,2,1
11,65,2,2,-0.057,FBL,NEG,Long,FB,1,19,18,30,1,2
12,65,4,2,-0.041,MCL,NEG,Long,Mem,1,19,18,30,2,2
13,65,4,1,0.01,MCL,POS,Long,Mem,1,19,18,30,2,2
14,65,2,1,-0.018,FBL,POS,Long,FB,1,19,18,30,1,2
15,65,3,1,-0.02,MCS,POS,Short,Mem,1,19,18,30,2,1
16,65,1,2,0.003,FBS,NEG,Short,FB,1,19,18,30,1,1
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
