TrialNumber,Participant,ConFBLSMCLS,ConRew,Bias,TrialType,Reward,LongShort,FBMem,Gender,Age,AQ,PI20,FB (1) vs MC(2),Short (1) vs Long (2)
3,23,3,1,-0.002,MCS,NEG,Short,Mem,2,20,10,36,2,1
4,23,4,2,0.012,MCL,POS,Long,Mem,2,20,10,36,2,2
5,23,1,1,0.001,FBS,NEG,Short,FB,2,20,10,36,1,1
6,23,3,2,-0.013,MCS,POS,Short,Mem,2,20,10,36,2,1
7,23,4,1,0.08,MCL,NEG,Long,Mem,2,20,10,36,2,2
8,23,2,1,0,FBL,NEG,Long,FB,2,20,10,36,1,2
9,23,1,2,0.19,FBS,POS,Short,FB,2,20,10,36,1,1
10,23,3,2,0.029,MCS,POS,Short,Mem,2,20,10,36,2,1
11,23,2,2,-0.087,FBL,POS,Long,FB,2,20,10,36,1,2
12,23,4,2,-0.085,MCL,POS,Long,Mem,2,20,10,36,2,2
13,23,4,1,0.091,MCL,NEG,Long,Mem,2,20,10,36,2,2
14,23,2,1,0.048,FBL,NEG,Long,FB,2,20,10,36,1,2
15,23,3,1,-0.057,MCS,NEG,Short,Mem,2,20,10,36,2,1
16,23,1,2,0.061,FBS,POS,Short,FB,2,20,10,36,1,1
1,24,1,1,0.018,FBS,NEG,Short,FB,1,20,19,38,1,1
2,24,2,2,0.061,FBL,POS,Long,FB,1,20,19,38,1,2
3,24,3,1,-0.006,MCS,NEG,Short,Mem,1,20,19,38,2,1
4,24,4,2,0.072,MCL,POS,Long,Mem,1,20,19,38,2,2
5,24,1,1,-0.009,FBS,NEG,Short,FB,1,20,19,38,1,1
6,24,3,2,0.195,MCS,POS,Short,Mem,1,20,19,38,2,1
7,24,4,1,-0.015,MCL,NEG,Long,Mem,1,20,19,38,2,2
8,24,2,1,0.223,FBL,NEG,Long,FB,1,20,19,38,1,2
9,24,1,2,0.027,FBS,POS,Short,FB,1,20,19,38,1,1
10,24,3,2,0,MCS,POS,Short,Mem,1,20,19,38,2,1
11,24,2,2,0.076,FBL,POS,Long,FB,1,20,19,38,1,2
12,24,4,2,-0.083,MCL,POS,Long,Mem,1,20,19,38,2,2
13,24,4,1,0.024,MCL,NEG,Long,Mem,1,20,19,38,2,2
14,24,2,1,-0.026,FBL,NEG,Long,FB,1,20,19,38,1,2
15,24,3,1,-0.006,MCS,NEG,Short,Mem,1,20,19,38,2,1
16,24,1,2,0.027,FBS,POS,Short,FB,1,20,19,38,1,1
1,25,1,1,0.046,FBS,POS,Short,FB,2,19,26,46,1,1
2,25,2,2,0.081,FBL,NEG,Long,FB,2,19,26,46,1,2
3,25,3,1,0.334,MCS,POS,Short,Mem,2,19,26,46,2,1
4,25,4,2,-0.026,MCL,NEG,Long,Mem,2,19,26,46,2,2
5,25,1,1,-0.005,FBS,POS,Short,FB,2,19,26,46,1,1
6,25,3,2,-0.025,MCS,NEG,Short,Mem,2,19,26,46,2,1
7,25,4,1,0.52,MCL,POS,Long,Mem,2,19,26,46,2,2
8,25,2,1,-0.002,FBL,POS,Long,FB,2,19,26,46,1,2
9,25,1,2,0.026,FBS,NEG,Short,FB,2,19,26,46,1,1
10,25,3,2,0.032,MCS,NEG,Short,Mem,2,19,26,46,2,1
11,25,2,2,0.033,FBL,NEG,Long,FB,2,19,26,46,1,2
12,25,4,2,-0.086,MCL,NEG,Long,Mem,2,19,26,46,2,2
13,25,4,1,0.111,MCL,POS,Long,Mem,2,19,26,46,2,2
14,25,2,1,0.012,FBL,POS,Long,FB,2,19,26,46,1,2
15,25,3,1,0.016,MCS,POS,Short,Mem,2,19,26,46,2,1
16,25,1,2,0.059,FBS,NEG,Short,FB,2,19,26,46,1,1
1,26,1,1,0.039,FBS,POS,Short,FB,2,19,12,37,1,1
2,26,2,2,0.469,FBL,NEG,Long,FB,2,19,12,37,1,2
3,26,3,1,0.307,MCS,POS,Short,Mem,2,19,12,37,2,1
4,26,4,2,0.278,MCL,NEG,Long,Mem,2,19,12,37,2,2
5,26,1,1,-0.017,FBS,POS,Short,FB,2,19,12,37,1,1
6,26,3,2,0.052,MCS,NEG,Short,Mem,2,19,12,37,2,1
7,26,4,1,0.164,MCL,POS,Long,Mem,2,19,12,37,2,2
8,26,2,1,-0.051,FBL,POS,Long,FB,2,19,12,37,1,2
9,26,1,2,0.061,FBS,NEG,Short,FB,2,19,12,37,1,1
10,26,3,2,0.018,MCS,NEG,Short,Mem,2,19,12,37,2,1
11,26,2,2,0.098,FBL,NEG,Long,FB,2,19,12,37,1,2
12,26,4,2,-0.019,MCL,NEG,Long,Mem,2,19,12,37,2,2
13,26,4,1,0.143,MCL,POS,Long,Mem,2,19,12,37,2,2
14,26,2,1,0.042,FBL,POS,Long,FB,2,19,12,37,1,2
15,26,3,1,-0.056,MCS,POS,Short,Mem,2,19,12,37,2,1
16,26,1,2,0.011,FBS,NEG,Short,FB,2,19,12,37,1,1
1,27,1,1,0.023,FBS,NEG,Short,FB,2,18,12,34,1,1
2,27,2,2,0.068,FBL,POS,Long,FB,2,18,12,34,1,2
3,27,3,1,0.389,MCS,NEG,Short,Mem,2,18,12,34,2,1
4,27,4,2,-0.013,MCL,POS,Long,Mem,2,18,12,34,2,2
5,27,1,1,-0.014,FBS,NEG,Short,FB,2,18,12,34,1,1
6,27,3,2,-0.043,MCS,POS,Short,Mem,2,18,12,34,2,1
7,27,4,1,-0.032,MCL,NEG,Long,Mem,2,18,12,34,2,2
8,27,2,1,-0.006,FBL,NEG,Long,FB,2,18,12,34,1,2
9,27,1,2,0.152,FBS,POS,Short,FB,2,18,12,34,1,1
10,27,3,2,-0.004,MCS,POS,Short,Mem,2,18,12,34,2,1
11,27,2,2,0.03,FBL,POS,Long,FB,2,18,12,34,1,2
12,27,4,2,0.421,MCL,POS,Long,Mem,2,18,12,34,2,2
13,27,4,1,0.569,MCL,NEG,Long,Mem,2,18,12,34,2,2
14,27,2,1,0.017,FBL,NEG,Long,FB,2,18,12,34,1,2
15,27,3,1,0.011,MCS,NEG,Short,Mem,2,18,12,34,2,1
16,27,1,2,-0.027,FBS,POS,Short,FB,2,18,12,34,1,1
1,28,1,1,0.009,FBS,NEG,Short,FB,1,19,14,32,1,1
2,28,2,2,-0.117,FBL,POS,Long,FB,1,19,14,32,1,2
3,28,3,1,0.035,MCS,NEG,Short,Mem,1,19,14,32,2,1
4,28,4,2,0.082,MCL,POS,Long,Mem,1,19,14,32,2,2
5,28,1,1,-0.007,FBS,NEG,Short,FB,1,19,14,32,1,1
6,28,3,2,-0.026,MCS,POS,Short,Mem,1,19,14,32,2,1
7,28,4,1,-0.086,MCL,NEG,Long,Mem,1,19,14,32,2,2
8,28,2,1,-0.001,FBL,NEG,Long,FB,1,19,14,32,1,2
9,28,1,2,-0.035,FBS,POS,Short,FB,1,19,14,32,1,1
10,28,3,2,0.038,MCS,POS,Short,Mem,1,19,14,32,2,1
11,28,2,2,-0.069,FBL,POS,Long,FB,1,19,14,32,1,2
12,28,4,2,-0.04,MCL,POS,Long,Mem,1,19,14,32,2,2
13,28,4,1,-0.036,MCL,NEG,Long,Mem,1,19,14,32,2,2
14,28,2,1,0.077,FBL,NEG,Long,FB,1,19,14,32,1,2
15,28,3,1,-0.003,MCS,NEG,Short,Mem,1,19,14,32,2,1
16,28,1,2,-0.031,FBS,POS,Short,FB,1,19,14,32,1,1
1,29,1,1,0.031,FBS,POS,Short,FB,2,18,2,32,1,1
2,29,2,2,-0.052,FBL,NEG,Long,FB,2,18,2,32,1,2
3,29,3,1,0.483,MCS,POS,Short,Mem,2,18,2,32,2,1
4,29,4,2,0.049,MCL,NEG,Long,Mem,2,18,2,32,2,2
5,29,1,1,0.022,FBS,POS,Short,FB,2,18,2,32,1,1
6,29,3,2,0.082,MCS,NEG,Short,Mem,2,18,2,32,2,1
7,29,4,1,0.033,MCL,POS,Long,Mem,2,18,2,32,2,2
8,29,2,1,0.01,FBL,POS,Long,FB,2,18,2,32,1,2
9,29,1,2,0.262,FBS,NEG,Short,FB,2,18,2,32,1,1
10,29,3,2,0.607,MCS,NEG,Short,Mem,2,18,2,32,2,1
11,29,2,2,0.614,FBL,NEG,Long,FB,2,18,2,32,1,2
12,29,4,2,0.509,MCL,NEG,Long,Mem,2,18,2,32,2,2
13,29,4,1,0.059,MCL,POS,Long,Mem,2,18,2,32,2,2
14,29,2,1,-0.038,FBL,POS,Long,FB,2,18,2,32,1,2
15,29,3,1,-0.1,MCS,POS,Short,Mem,2,18,2,32,2,1
16,29,1,2,0.008,FBS,NEG,Short,FB,2,18,2,32,1,1
1,30,1,1,0.061,FBS,POS,Short,FB,2,19,9,40,1,1
2,30,2,2,-0.111,FBL,NEG,Long,FB,2,19,9,40,1,2
3,30,3,1,0.591,MCS,POS,Short,Mem,2,19,9,40,2,1
4,30,4,2,0.012,MCL,NEG,Long,Mem,2,19,9,40,2,2
5,30,1,1,0.012,FBS,POS,Short,FB,2,19,9,40,1,1
6,30,3,2,0.017,MCS,NEG,Short,Mem,2,19,9,40,2,1
7,30,4,1,-0.096,MCL,POS,Long,Mem,2,19,9,40,2,2
8,30,2,1,0.272,FBL,POS,Long,FB,2,19,9,40,1,2
9,30,1,2,0.011,FBS,NEG,Short,FB,2,19,9,40,1,1
10,30,3,2,0.11,MCS,NEG,Short,Mem,2,19,9,40,2,1
11,30,2,2,0.014,FBL,NEG,Long,FB,2,19,9,40,1,2
12,30,4,2,0.001,MCL,NEG,Long,Mem,2,19,9,40,2,2
13,30,4,1,0.027,MCL,POS,Long,Mem,2,19,9,40,2,2
14,30,2,1,-0.068,FBL,POS,Long,FB,2,19,9,40,1,2
15,30,3,1,-0.044,MCS,POS,Short,Mem,2,19,9,40,2,1
16,30,1,2,0.001,FBS,NEG,Short,FB,2,19,9,40,1,1
1,31,1,1,0.077,FBS,NEG,Short,FB,2,19,14,40,1,1
2,31,2,2,0.59,FBL,POS,Long,FB,2,19,14,40,1,2
3,31,3,1,-0.068,MCS,NEG,Short,Mem,2,19,14,40,2,1
4,31,4,2,-0.046,MCL,POS,Long,Mem,2,19,14,40,2,2
5,31,1,1,0.002,FBS,NEG,Short,FB,2,19,14,40,1,1
6,31,3,2,-0.007,MCS,POS,Short,Mem,2,19,14,40,2,1
7,31,4,1,0.136,MCL,NEG,Long,Mem,2,19,14,40,2,2
8,31,2,1,0.008,FBL,NEG,Long,FB,2,19,14,40,1,2
9,31,1,2,-0.154,FBS,POS,Short,FB,2,19,14,40,1,1
10,31,3,2,0.022,MCS,POS,Short,Mem,2,19,14,40,2,1
11,31,2,2,0.086,FBL,POS,Long,FB,2,19,14,40,1,2
12,31,4,2,-0.154,MCL,POS,Long,Mem,2,19,14,40,2,2
13,31,4,1,0.153,MCL,NEG,Long,Mem,2,19,14,40,2,2
14,31,2,1,0.481,FBL,NEG,Long,FB,2,19,14,40,1,2
15,31,3,1,0.333,MCS,NEG,Short,Mem,2,19,14,40,2,1
16,31,1,2,0.116,FBS,POS,Short,FB,2,19,14,40,1,1
1,32,1,1,0.04,FBS,NEG,Short,FB,2,19,9,46,1,1
2,32,2,2,-0.024,FBL,POS,Long,FB,2,19,9,46,1,2
3,32,3,1,-0.014,MCS,NEG,Short,Mem,2,19,9,46,2,1
4,32,4,2,0.128,MCL,POS,Long,Mem,2,19,9,46,2,2
5,32,1,1,-0.007,FBS,NEG,Short,FB,2,19,9,46,1,1
6,32,3,2,0.019,MCS,POS,Short,Mem,2,19,9,46,2,1
7,32,4,1,0.184,MCL,NEG,Long,Mem,2,19,9,46,2,2
8,32,2,1,-0.002,FBL,NEG,Long,FB,2,19,9,46,1,2
9,32,1,2,-0.08,FBS,POS,Short,FB,2,19,9,46,1,1
10,32,3,2,0.035,MCS,POS,Short,Mem,2,19,9,46,2,1
11,32,2,2,0.039,FBL,POS,Long,FB,2,19,9,46,1,2
12,32,4,2,0.048,MCL,POS,Long,Mem,2,19,9,46,2,2
13,32,4,1,-0.054,MCL,NEG,Long,Mem,2,19,9,46,2,2
14,32,2,1,-0.029,FBL,NEG,Long,FB,2,19,9,46,1,2
15,32,3,1,-0.01,MCS,NEG,Short,Mem,2,19,9,46,2,1
16,32,1,2,0.028,FBS,POS,Short,FB,2,19,9,46,1,1
1,33,1,1,-0.002,FBS,POS,Short,FB,2,20,5,38,1,1
2,33,2,2,0.677,FBL,NEG,Long,FB,2,20,5,38,1,2
3,33,3,1,-0.209,MCS,POS,Short,Mem,2,20,5,38,2,1
4,33,4,2,-0.021,MCL,NEG,Long,Mem,2,20,5,38,2,2
5,33,1,1,-0.001,FBS,POS,Short,FB,2,20,5,38,1,1
6,33,3,2,0.024,MCS,NEG,Short,Mem,2,20,5,38,2,1
7,33,4,1,-0.021,MCL,POS,Long,Mem,2,20,5,38,2,2
8,33,2,1,-0.011,FBL,POS,Long,FB,2,20,5,38,1,2
9,33,1,2,-0.04,FBS,NEG,Short,FB,2,20,5,38,1,1
10,33,3,2,0.014,MCS,NEG,Short,Mem,2,20,5,38,2,1
11,33,2,2,-0.131,FBL,NEG,Long,FB,2,20,5,38,1,2
12,33,4,2,-0.247,MCL,NEG,Long,Mem,2,20,5,38,2,2
13,33,4,1,-0.098,MCL,POS,Long,Mem,2,20,5,38,2,2
14,33,2,1,-0.153,FBL,POS,Long,FB,2,20,5,38,1,2
15,33,3,1,-0.248,MCS,POS,Short,Mem,2,20,5,38,2,1
16,33,1,2,-0.156,FBS,NEG,Short,FB,2,20,5,38,1,1
1,34,1,1,0.016,FBS,POS,Short,FB,2,19,15,51,1,1
2,34,2,2,-0.063,FBL,NEG,Long,FB,2,19,15,51,1,2
3,34,3,1,0.466,MCS,POS,Short,Mem,2,19,15,51,2,1
4,34,4,2,0.143,MCL,NEG,Long,Mem,2,19,15,51,2,2
5,34,1,1,-0.02,FBS,POS,Short,FB,2,19,15,51,1,1
6,34,3,2,-0.013,MCS,NEG,Short,Mem,2,19,15,51,2,1
7,34,4,1,-0.07,MCL,POS,Long,Mem,2,19,15,51,2,2
8,34,2,1,0.131,FBL,POS,Long,FB,2,19,15,51,1,2
9,34,1,2,-0.102,FBS,NEG,Short,FB,2,19,15,51,1,1
10,34,3,2,0.081,MCS,NEG,Short,Mem,2,19,15,51,2,1
11,34,2,2,0.463,FBL,NEG,Long,FB,2,19,15,51,1,2
12,34,4,2,0.543,MCL,NEG,Long,Mem,2,19,15,51,2,2
13,34,4,1,0.618,MCL,POS,Long,Mem,2,19,15,51,2,2
14,34,2,1,0.526,FBL,POS,Long,FB,2,19,15,51,1,2
15,34,3,1,0.08,MCS,POS,Short,Mem,2,19,15,51,2,1
16,34,1,2,-0.112,FBS,NEG,Short,FB,2,19,15,51,1,1
1,35,1,1,0.056,FBS,NEG,Short,FB,2,19,13,26,1,1
2,35,2,2,-0.053,FBL,POS,Long,FB,2,19,13,26,1,2
3,35,3,1,-0.177,MCS,NEG,Short,Mem,2,19,13,26,2,1
4,35,4,2,0.049,MCL,POS,Long,Mem,2,19,13,26,2,2
5,35,1,1,0.001,FBS,NEG,Short,FB,2,19,13,26,1,1
6,35,3,2,0.02,MCS,POS,Short,Mem,2,19,13,26,2,1
7,35,4,1,-0.074,MCL,NEG,Long,Mem,2,19,13,26,2,2
8,35,2,1,-0.106,FBL,NEG,Long,FB,2,19,13,26,1,2
9,35,1,2,-0.096,FBS,POS,Short,FB,2,19,13,26,1,1
10,35,3,2,-0.007,MCS,POS,Short,Mem,2,19,13,26,2,1
11,35,2,2,0.07,FBL,POS,Long,FB,2,19,13,26,1,2
12,35,4,2,-0.038,MCL,POS,Long,Mem,2,19,13,26,2,2
13,35,4,1,-0.094,MCL,NEG,Long,Mem,2,19,13,26,2,2
14,35,2,1,-0.072,FBL,NEG,Long,FB,2,19,13,26,1,2
15,35,3,1,0.014,MCS,NEG,Short,Mem,2,19,13,26,2,1
16,35,1,2,0.012,FBS,POS,Short,FB,2,19,13,26,1,1
1,36,1,1,0.011,FBS,NEG,Short,FB,2,20,46,45,1,1
2,36,2,2,0.095,FBL,POS,Long,FB,2,20,46,45,1,2
3,36,3,1,-0.093,MCS,NEG,Short,Mem,2,20,46,45,2,1
4,36,4,2,0.214,MCL,POS,Long,Mem,2,20,46,45,2,2
5,36,1,1,-0.034,FBS,NEG,Short,FB,2,20,46,45,1,1
6,36,3,2,-0.025,MCS,POS,Short,Mem,2,20,46,45,2,1
7,36,4,1,0.008,MCL,NEG,Long,Mem,2,20,46,45,2,2
8,36,2,1,0.019,FBL,NEG,Long,FB,2,20,46,45,1,2
9,36,1,2,0.051,FBS,POS,Short,FB,2,20,46,45,1,1
10,36,3,2,0.009,MCS,POS,Short,Mem,2,20,46,45,2,1
11,36,2,2,0.026,FBL,POS,Long,FB,2,20,46,45,1,2
12,36,4,2,-0.034,MCL,POS,Long,Mem,2,20,46,45,2,2
13,36,4,1,0.034,MCL,NEG,Long,Mem,2,20,46,45,2,2
14,36,2,1,0.029,FBL,NEG,Long,FB,2,20,46,45,1,2
15,36,3,1,-0.104,MCS,NEG,Short,Mem,2,20,46,45,2,1
16,36,1,2,0.028,FBS,POS,Short,FB,2,20,46,45,1,1
1,37,1,1,0.019,FBS,POS,Short,FB,2,20,19,59,1,1
2,37,2,2,0.031,FBL,NEG,Long,FB,2,20,19,59,1,2
3,37,3,1,0.45,MCS,POS,Short,Mem,2,20,19,59,2,1
4,37,4,2,0.103,MCL,NEG,Long,Mem,2,20,19,59,2,2
5,37,1,1,0.321,FBS,POS,Short,FB,2,20,19,59,1,1
6,37,3,2,-0.03,MCS,NEG,Short,Mem,2,20,19,59,2,1
7,37,4,1,-0.1,MCL,POS,Long,Mem,2,20,19,59,2,2
8,37,2,1,-0.1,FBL,POS,Long,FB,2,20,19,59,1,2
9,37,1,2,-0.023,FBS,NEG,Short,FB,2,20,19,59,1,1
10,37,3,2,0.015,MCS,NEG,Short,Mem,2,20,19,59,2,1
11,37,2,2,-0.018,FBL,NEG,Long,FB,2,20,19,59,1,2
12,37,4,2,-0.117,MCL,NEG,Long,Mem,2,20,19,59,2,2
13,37,4,1,0.059,MCL,POS,Long,Mem,2,20,19,59,2,2
14,37,2,1,-0.056,FBL,POS,Long,FB,2,20,19,59,1,2
15,37,3,1,-0.062,MCS,POS,Short,Mem,2,20,19,59,2,1
16,37,1,2,-0.066,FBS,NEG,Short,FB,2,20,19,59,1,1
1,38,1,1,0.022,FBS,POS,Short,FB,2,18,20,36,1,1
2,38,2,2,0.013,FBL,NEG,Long,FB,2,18,20,36,1,2
3,38,3,1,-0.078,MCS,POS,Short,Mem,2,18,20,36,2,1
4,38,4,2,0.06,MCL,NEG,Long,Mem,2,18,20,36,2,2
5,38,1,1,-0.011,FBS,POS,Short,FB,2,18,20,36,1,1
6,38,3,2,0.009,MCS,NEG,Short,Mem,2,18,20,36,2,1
7,38,4,1,-0.136,MCL,POS,Long,Mem,2,18,20,36,2,2
8,38,2,1,0.482,FBL,POS,Long,FB,2,18,20,36,1,2
9,38,1,2,-0.062,FBS,NEG,Short,FB,2,18,20,36,1,1
10,38,3,2,0.012,MCS,NEG,Short,Mem,2,18,20,36,2,1
11,38,2,2,0.038,FBL,NEG,Long,FB,2,18,20,36,1,2
12,38,4,2,0.144,MCL,NEG,Long,Mem,2,18,20,36,2,2
13,38,4,1,0.052,MCL,POS,Long,Mem,2,18,20,36,2,2
14,38,2,1,0.011,FBL,POS,Long,FB,2,18,20,36,1,2
15,38,3,1,-0.005,MCS,POS,Short,Mem,2,18,20,36,2,1
16,38,1,2,-0.044,FBS,NEG,Short,FB,2,18,20,36,1,1
1,39,1,1,0.035,FBS,NEG,Short,FB,2,19,11,42,1,1
2,39,2,2,-0.041,FBL,POS,Long,FB,2,19,11,42,1,2
3,39,3,1,0.007,MCS,NEG,Short,Mem,2,19,11,42,2,1
4,39,4,2,0.052,MCL,POS,Long,Mem,2,19,11,42,2,2
5,39,1,1,0.002,FBS,NEG,Short,FB,2,19,11,42,1,1
6,39,3,2,0.241,MCS,POS,Short,Mem,2,19,11,42,2,1
7,39,4,1,0.025,MCL,NEG,Long,Mem,2,19,11,42,2,2
8,39,2,1,0.02,FBL,NEG,Long,FB,2,19,11,42,1,2
9,39,1,2,0.046,FBS,POS,Short,FB,2,19,11,42,1,1
10,39,3,2,0.011,MCS,POS,Short,Mem,2,19,11,42,2,1
11,39,2,2,0.001,FBL,POS,Long,FB,2,19,11,42,1,2
12,39,4,2,0.004,MCL,POS,Long,Mem,2,19,11,42,2,2
13,39,4,1,-0.042,MCL,NEG,Long,Mem,2,19,11,42,2,2
14,39,2,1,0.07,FBL,NEG,Long,FB,2,19,11,42,1,2
15,39,3,1,0.325,MCS,NEG,Short,Mem,2,19,11,42,2,1
16,39,1,2,0.101,FBS,POS,Short,FB,2,19,11,42,1,1
1,40,1,1,0.167,FBS,NEG,Short,FB,2,21,8,25,1,1
2,40,2,2,0.008,FBL,POS,Long,FB,2,21,8,25,1,2
3,40,3,1,0.052,MCS,NEG,Short,Mem,2,21,8,25,2,1
4,40,4,2,-0.002,MCL,POS,Long,Mem,2,21,8,25,2,2
5,40,1,1,-0.004,FBS,NEG,Short,FB,2,21,8,25,1,1
6,40,3,2,-0.005,MCS,POS,Short,Mem,2,21,8,25,2,1
7,40,4,1,0.005,MCL,NEG,Long,Mem,2,21,8,25,2,2
8,40,2,1,0.041,FBL,NEG,Long,FB,2,21,8,25,1,2
9,40,1,2,0.017,FBS,POS,Short,FB,2,21,8,25,1,1
10,40,3,2,0.038,MCS,POS,Short,Mem,2,21,8,25,2,1
11,40,2,2,-0.062,FBL,POS,Long,FB,2,21,8,25,1,2
12,40,4,2,-0.016,MCL,POS,Long,Mem,2,21,8,25,2,2
13,40,4,1,-0.015,MCL,NEG,Long,Mem,2,21,8,25,2,2
14,40,2,1,-0.057,FBL,NEG,Long,FB,2,21,8,25,1,2
15,40,3,1,-0.054,MCS,NEG,Short,Mem,2,21,8,25,2,1
16,40,1,2,0.434,FBS,POS,Short,FB,2,21,8,25,1,1
1,41,1,1,-0.01,FBS,POS,Short,FB,2,20,20,43,1,1
2,41,2,2,-0.032,FBL,NEG,Long,FB,2,20,20,43,1,2
3,41,3,1,-0.129,MCS,POS,Short,Mem,2,20,20,43,2,1
4,41,4,2,0.026,MCL,NEG,Long,Mem,2,20,20,43,2,2
5,41,1,1,0.005,FBS,POS,Short,FB,2,20,20,43,1,1
6,41,3,2,-0.015,MCS,NEG,Short,Mem,2,20,20,43,2,1
7,41,4,1,-0.226,MCL,POS,Long,Mem,2,20,20,43,2,2
8,41,2,1,-0.045,FBL,POS,Long,FB,2,20,20,43,1,2
9,41,1,2,-0.147,FBS,NEG,Short,FB,2,20,20,43,1,1
10,41,3,2,0.044,MCS,NEG,Short,Mem,2,20,20,43,2,1
11,41,2,2,-0.042,FBL,NEG,Long,FB,2,20,20,43,1,2
12,41,4,2,0.041,MCL,NEG,Long,Mem,2,20,20,43,2,2
13,41,4,1,-0.034,MCL,POS,Long,Mem,2,20,20,43,2,2
14,41,2,1,0.005,FBL,POS,Long,FB,2,20,20,43,1,2
15,41,3,1,-0.191,MCS,POS,Short,Mem,2,20,20,43,2,1
16,41,1,2,-0.025,FBS,NEG,Short,FB,2,20,20,43,1,1
1,42,1,1,0.092,FBS,POS,Short,FB,2,18,14,37,1,1
2,42,2,2,0.633,FBL,NEG,Long,FB,2,18,14,37,1,2
3,42,3,1,-0.026,MCS,POS,Short,Mem,2,18,14,37,2,1
4,42,4,2,0.014,MCL,NEG,Long,Mem,2,18,14,37,2,2
5,42,1,1,0.378,FBS,POS,Short,FB,2,18,14,37,1,1
6,42,3,2,0.001,MCS,NEG,Short,Mem,2,18,14,37,2,1
7,42,4,1,0.169,MCL,POS,Long,Mem,2,18,14,37,2,2
8,42,2,1,0.23,FBL,POS,Long,FB,2,18,14,37,1,2
9,42,1,2,-0.01,FBS,NEG,Short,FB,2,18,14,37,1,1
10,42,3,2,0.044,MCS,NEG,Short,Mem,2,18,14,37,2,1
11,42,2,2,-0.034,FBL,NEG,Long,FB,2,18,14,37,1,2
12,42,4,2,-0.047,MCL,NEG,Long,Mem,2,18,14,37,2,2
13,42,4,1,0.065,MCL,POS,Long,Mem,2,18,14,37,2,2
14,42,2,1,-0.001,FBL,POS,Long,FB,2,18,14,37,1,2
15,42,3,1,0.083,MCS,POS,Short,Mem,2,18,14,37,2,1
16,42,1,2,0.098,FBS,NEG,Short,FB,2,18,14,37,1,1
1,43,1,1,0.01,FBS,NEG,Short,FB,2,19,33,62,1,1
2,43,2,2,-0.064,FBL,POS,Long,FB,2,19,33,62,1,2
3,43,3,1,-0.202,MCS,NEG,Short,Mem,2,19,33,62,2,1
4,43,4,2,-0.018,MCL,POS,Long,Mem,2,19,33,62,2,2
5,43,1,1,0.425,FBS,NEG,Short,FB,2,19,33,62,1,1
6,43,3,2,-0.079,MCS,POS,Short,Mem,2,19,33,62,2,1
7,43,4,1,0.118,MCL,NEG,Long,Mem,2,19,33,62,2,2
8,43,2,1,0.126,FBL,NEG,Long,FB,2,19,33,62,1,2
9,43,1,2,-0.122,FBS,POS,Short,FB,2,19,33,62,1,1
10,43,3,2,0.013,MCS,POS,Short,Mem,2,19,33,62,2,1
11,43,2,2,-0.017,FBL,POS,Long,FB,2,19,33,62,1,2
12,43,4,2,-0.193,MCL,POS,Long,Mem,2,19,33,62,2,2
13,43,4,1,-0.065,MCL,NEG,Long,Mem,2,19,33,62,2,2
14,43,2,1,0.5,FBL,NEG,Long,FB,2,19,33,62,1,2
15,43,3,1,-0.026,MCS,NEG,Short,Mem,2,19,33,62,2,1
16,43,1,2,-0.07,FBS,POS,Short,FB,2,19,33,62,1,1
1,44,1,1,0.031,FBS,NEG,Short,FB,2,21,17,37,1,1
2,44,2,2,-0.002,FBL,POS,Long,FB,2,21,17,37,1,2
3,44,3,1,0.011,MCS,NEG,Short,Mem,2,21,17,37,2,1
4,44,4,2,0.011,MCL,POS,Long,Mem,2,21,17,37,2,2
5,44,1,1,-0.005,FBS,NEG,Short,FB,2,21,17,37,1,1
6,44,3,2,0.003,MCS,POS,Short,Mem,2,21,17,37,2,1
7,44,4,1,0.001,MCL,NEG,Long,Mem,2,21,17,37,2,2
8,44,2,1,0.012,FBL,NEG,Long,FB,2,21,17,37,1,2
9,44,1,2,0.029,FBS,POS,Short,FB,2,21,17,37,1,1
10,44,3,2,0.04,MCS,POS,Short,Mem,2,21,17,37,2,1
11,44,2,2,0.47,FBL,POS,Long,FB,2,21,17,37,1,2
12,44,4,2,0.025,MCL,POS,Long,Mem,2,21,17,37,2,2
13,44,4,1,-0.028,MCL,NEG,Long,Mem,2,21,17,37,2,2
14,44,2,1,0.056,FBL,NEG,Long,FB,2,21,17,37,1,2
15,44,3,1,0.015,MCS,NEG,Short,Mem,2,21,17,37,2,1
16,44,1,2,0.114,FBS,POS,Short,FB,2,21,17,37,1,1
1,45,1,1,0.02,FBS,POS,Short,FB,2,19,15,33,1,1
2,45,2,2,-0.09,FBL,NEG,Long,FB,2,19,15,33,1,2
3,45,3,1,-0.062,MCS,POS,Short,Mem,2,19,15,33,2,1
4,45,4,2,-0.007,MCL,NEG,Long,Mem,2,19,15,33,2,2
5,45,1,1,-0.026,FBS,POS,Short,FB,2,19,15,33,1,1
6,45,3,2,-0.002,MCS,NEG,Short,Mem,2,19,15,33,2,1
7,45,4,1,0.03,MCL,POS,Long,Mem,2,19,15,33,2,2
8,45,2,1,0,FBL,POS,Long,FB,2,19,15,33,1,2
9,45,1,2,0.009,FBS,NEG,Short,FB,2,19,15,33,1,1
10,45,3,2,0.042,MCS,NEG,Short,Mem,2,19,15,33,2,1
11,45,2,2,0.106,FBL,NEG,Long,FB,2,19,15,33,1,2
12,45,4,2,-0.027,MCL,NEG,Long,Mem,2,19,15,33,2,2
