TrialNumber,Participant,ConFBLSMCLS,ConRew,Bias,TrialType,Reward,LongShort,FBMem,Gender,Age,AQ,PI20,FB (1) vs MC(2),Short (1) vs Long (2)
2,58,2,2,0.12,FBL,Neg,Long,FB,2,19,21,40,1,2
3,58,3,1,0.09,MCS,Pos,Short,Mem,2,19,21,40,2,1
4,58,4,2,0.04,MCL,Neg,Long,Mem,2,19,21,40,2,2
5,58,1,1,-0.01,FBS,Pos,Short,FB,2,19,21,40,1,1
6,58,3,2,0,MCS,Neg,Short,Mem,2,19,21,40,2,1
7,58,4,1,-0.05,MCL,Pos,Long,Mem,2,19,21,40,2,2
8,58,2,1,0,FBL,Pos,Long,FB,2,19,21,40,1,2
9,58,1,2,0.03,FBS,Neg,Short,FB,2,19,21,40,1,1
10,58,3,2,0.02,MCS,Neg,Short,Mem,2,19,21,40,2,1
11,58,2,2,-0.04,FBL,Neg,Long,FB,2,19,21,40,1,2
12,58,4,2,-0.09,MCL,Neg,Long,Mem,2,19,21,40,2,2
13,58,4,1,0.04,MCL,Pos,Long,Mem,2,19,21,40,2,2
14,58,2,1,0.04,FBL,Pos,Long,FB,2,19,21,40,1,2
15,58,3,1,-0.03,MCS,Pos,Short,Mem,2,19,21,40,2,1
16,58,1,2,0.15,FBS,Neg,Short,FB,2,19,21,40,1,1
1,60,1,1,0.02,FBS,Pos,Short,FB,2,19,12,36,1,1
2,60,2,2,-0.1,FBL,Neg,Long,FB,2,19,12,36,1,2
3,60,3,1,-0.02,MCS,Pos,Short,Mem,2,19,12,36,2,1
4,60,4,2,-0.02,MCL,Neg,Long,Mem,2,19,12,36,2,2
5,60,1,1,-0.03,FBS,Pos,Short,FB,2,19,12,36,1,1
6,60,3,2,-0.03,MCS,Neg,Short,Mem,2,19,12,36,2,1
7,60,4,1,-0.01,MCL,Pos,Long,Mem,2,19,12,36,2,2
8,60,2,1,-0.09,FBL,Pos,Long,FB,2,19,12,36,1,2
9,60,1,2,0.07,FBS,Neg,Short,FB,2,19,12,36,1,1
10,60,3,2,0.01,MCS,Neg,Short,Mem,2,19,12,36,2,1
11,60,2,2,-0.04,FBL,Neg,Long,FB,2,19,12,36,1,2
12,60,4,2,0.04,MCL,Neg,Long,Mem,2,19,12,36,2,2
13,60,4,1,0.55,MCL,Pos,Long,Mem,2,19,12,36,2,2
14,60,2,1,-0.05,FBL,Pos,Long,FB,2,19,12,36,1,2
15,60,3,1,-0.03,MCS,Pos,Short,Mem,2,19,12,36,2,1
16,60,1,2,0.02,FBS,Neg,Short,FB,2,19,12,36,1,1
1,61,1,1,0.13,FBS,Pos,Short,FB,2,19,15,30,1,1
2,61,2,2,0.6,FBL,Neg,Long,FB,2,19,15,30,1,2
3,61,3,1,0.26,MCS,Pos,Short,Mem,2,19,15,30,2,1
4,61,4,2,0.7,MCL,Neg,Long,Mem,2,19,15,30,2,2
5,61,1,1,0,FBS,Pos,Short,FB,2,19,15,30,1,1
6,61,3,2,0.04,MCS,Neg,Short,Mem,2,19,15,30,2,1
7,61,4,1,-0.21,MCL,Pos,Long,Mem,2,19,15,30,2,2
8,61,2,1,-0.01,FBL,Pos,Long,FB,2,19,15,30,1,2
9,61,1,2,0,FBS,Neg,Short,FB,2,19,15,30,1,1
10,61,3,2,0.01,MCS,Neg,Short,Mem,2,19,15,30,2,1
11,61,2,2,0.03,FBL,Neg,Long,FB,2,19,15,30,1,2
12,61,4,2,-0.11,MCL,Neg,Long,Mem,2,19,15,30,2,2
13,61,4,1,0.06,MCL,Pos,Long,Mem,2,19,15,30,2,2
14,61,2,1,-0.12,FBL,Pos,Long,FB,2,19,15,30,1,2
15,61,3,1,-0.04,MCS,Pos,Short,Mem,2,19,15,30,2,1
16,61,1,2,-0.09,FBS,Neg,Short,FB,2,19,15,30,1,1
1,62,1,1,0.04,FBS,Pos,Short,FB,1,18,6,28,1,1
2,62,2,2,-0.01,FBL,Neg,Long,FB,1,18,6,28,1,2
3,62,3,1,-0.01,MCS,Pos,Short,Mem,1,18,6,28,2,1
4,62,4,2,-0.01,MCL,Neg,Long,Mem,1,18,6,28,2,2
5,62,1,1,-0.02,FBS,Pos,Short,FB,1,18,6,28,1,1
6,62,3,2,0.03,MCS,Neg,Short,Mem,1,18,6,28,2,1
7,62,4,1,-0.01,MCL,Pos,Long,Mem,1,18,6,28,2,2
8,62,2,1,0.03,FBL,Pos,Long,FB,1,18,6,28,1,2
9,62,1,2,-0.01,FBS,Neg,Short,FB,1,18,6,28,1,1
10,62,3,2,0.25,MCS,Neg,Short,Mem,1,18,6,28,2,1
11,62,2,2,0.48,FBL,Neg,Long,FB,1,18,6,28,1,2
12,62,4,2,-0.16,MCL,Neg,Long,Mem,1,18,6,28,2,2
13,62,4,1,0.01,MCL,Pos,Long,Mem,1,18,6,28,2,2
14,62,2,1,0,FBL,Pos,Long,FB,1,18,6,28,1,2
15,62,3,1,-0.14,MCS,Pos,Short,Mem,1,18,6,28,2,1
16,62,1,2,-0.06,FBS,Neg,Short,FB,1,18,6,28,1,1
1,63,1,1,-0.01,FBS,Pos,Short,FB,2,19,7,54,1,1
2,63,2,2,-0.1,FBL,Neg,Long,FB,2,19,7,54,1,2
3,63,3,1,-0.06,MCS,Pos,Short,Mem,2,19,7,54,2,1
4,63,4,2,0.01,MCL,Neg,Long,Mem,2,19,7,54,2,2
5,63,1,1,-0.01,FBS,Pos,Short,FB,2,19,7,54,1,1
6,63,3,2,0.01,MCS,Neg,Short,Mem,2,19,7,54,2,1
7,63,4,1,-0.01,MCL,Pos,Long,Mem,2,19,7,54,2,2
8,63,2,1,0,FBL,Pos,Long,FB,2,19,7,54,1,2
9,63,1,2,0.01,FBS,Neg,Short,FB,2,19,7,54,1,1
10,63,3,2,0.2,MCS,Neg,Short,Mem,2,19,7,54,2,1
11,63,2,2,0.01,FBL,Neg,Long,FB,2,19,7,54,1,2
12,63,4,2,0.01,MCL,Neg,Long,Mem,2,19,7,54,2,2
13,63,4,1,0.01,MCL,Pos,Long,Mem,2,19,7,54,2,2
14,63,2,1,0.02,FBL,Pos,Long,FB,2,19,7,54,1,2
15,63,3,1,0,MCS,Pos,Short,Mem,2,19,7,54,2,1
16,63,1,2,0.01,FBS,Neg,Short,FB,2,19,7,54,1,1
1,64,1,1,0.11,FBS,Pos,Short,FB,2,20,14,41,1,1
2,64,2,2,-0.05,FBL,Neg,Long,FB,2,20,14,41,1,2
3,64,3,1,0,MCS,Pos,Short,Mem,2,20,14,41,2,1
4,64,4,2,0.02,MCL,Neg,Long,Mem,2,20,14,41,2,2
5,64,1,1,0.02,FBS,Pos,Short,FB,2,20,14,41,1,1
6,64,3,2,-0.04,MCS,Neg,Short,Mem,2,20,14,41,2,1
7,64,4,1,-0.24,MCL,Pos,Long,Mem,2,20,14,41,2,2
8,64,2,1,-0.04,FBL,Pos,Long,FB,2,20,14,41,1,2
9,64,1,2,-0.06,FBS,Neg,Short,FB,2,20,14,41,1,1
10,64,3,2,0.02,MCS,Neg,Short,Mem,2,20,14,41,2,1
11,64,2,2,-0.06,FBL,Neg,Long,FB,2,20,14,41,1,2
12,64,4,2,-0.03,MCL,Neg,Long,Mem,2,20,14,41,2,2
13,64,4,1,0,MCL,Pos,Long,Mem,2,20,14,41,2,2
14,64,2,1,-0.08,FBL,Pos,Long,FB,2,20,14,41,1,2
15,64,3,1,-0.03,MCS,Pos,Short,Mem,2,20,14,41,2,1
16,64,1,2,-0.05,FBS,Neg,Short,FB,2,20,14,41,1,1
1,65,1,1,0.01,FBS,Pos,Short,FB,1,19,18,30,1,1
2,65,2,2,-0.13,FBL,Neg,Long,FB,1,19,18,30,1,2
3,65,3,1,0.05,MCS,Pos,Short,Mem,1,19,18,30,2,1
4,65,4,2,-0.01,MCL,Neg,Long,Mem,1,19,18,30,2,2
5,65,1,1,-0.01,FBS,Pos,Short,FB,1,19,18,30,1,1
6,65,3,2,0.02,MCS,Neg,Short,Mem,1,19,18,30,2,1
7,65,4,1,0.02,MCL,Pos,Long,Mem,1,19,18,30,2,2
8,65,2,1,-0.21,FBL,Pos,Long,FB,1,19,18,30,1,2
9,65,1,2,-0.08,FBS,Neg,Short,FB,1,19,18,30,1,1
10,65,3,2,0.03,MCS,Neg,Short,Mem,1,19,18,30,2,1
11,65,2,2,-0.06,FBL,Neg,Long,FB,1,19,18,30,1,2
12,65,4,2,-0.04,MCL,Neg,Long,Mem,1,19,18,30,2,2
13,65,4,1,0.01,MCL,Pos,Long,Mem,1,19,18,30,2,2
14,65,2,1,-0.02,FBL,Pos,Long,FB,1,19,18,30,1,2
15,65,3,1,-0.02,MCS,Pos,Short,Mem,1,19,18,30,2,1
16,65,1,2,0,FBS,Neg,Short,FB,1,19,18,30,1,1
