TrialNumber,Participant,ConFBLSMCLS,ConRew,Bias,TrialType,Reward,LongShort,FBMem,Gender,Age,AQ,PI20,FB (1) vs MC(2),Short (1) vs Long (2)
12,31,4,2,-0.15,MCL,Neg,Long,Mem,2,19,14,40,2,2
13,31,4,1,0.15,MCL,Pos,Long,Mem,2,19,14,40,2,2
14,31,2,1,0.48,FBL,Pos,Long,FB,2,19,14,40,1,2
15,31,3,1,0.33,MCS,Pos,Short,Mem,2,19,14,40,2,1
16,31,1,2,0.12,FBS,Neg,Short,FB,2,19,14,40,1,1
1,32,1,1,0.04,FBS,Pos,Short,FB,2,19,9,46,1,1
2,32,2,2,-0.02,FBL,Neg,Long,FB,2,19,9,46,1,2
3,32,3,1,-0.01,MCS,Pos,Short,Mem,2,19,9,46,2,1
4,32,4,2,0.13,MCL,Neg,Long,Mem,2,19,9,46,2,2
5,32,1,1,-0.01,FBS,Pos,Short,FB,2,19,9,46,1,1
6,32,3,2,0.02,MCS,Neg,Short,Mem,2,19,9,46,2,1
7,32,4,1,0.18,MCL,Pos,Long,Mem,2,19,9,46,2,2
8,32,2,1,0,FBL,Pos,Long,FB,2,19,9,46,1,2
9,32,1,2,-0.08,FBS,Neg,Short,FB,2,19,9,46,1,1
10,32,3,2,0.04,MCS,Neg,Short,Mem,2,19,9,46,2,1
11,32,2,2,0.04,FBL,Neg,Long,FB,2,19,9,46,1,2
12,32,4,2,0.05,MCL,Neg,Long,Mem,2,19,9,46,2,2
13,32,4,1,-0.05,MCL,Pos,Long,Mem,2,19,9,46,2,2
14,32,2,1,-0.03,FBL,Pos,Long,FB,2,19,9,46,1,2
15,32,3,1,-0.01,MCS,Pos,Short,Mem,2,19,9,46,2,1
16,32,1,2,0.03,FBS,Neg,Short,FB,2,19,9,46,1,1
1,33,1,1,0,FBS,Pos,Short,FB,2,20,5,38,1,1
2,33,2,2,0.68,FBL,Neg,Long,FB,2,20,5,38,1,2
3,33,3,1,-0.21,MCS,Pos,Short,Mem,2,20,5,38,2,1
4,33,4,2,-0.02,MCL,Neg,Long,Mem,2,20,5,38,2,2
5,33,1,1,0,FBS,Pos,Short,FB,2,20,5,38,1,1
6,33,3,2,0.02,MCS,Neg,Short,Mem,2,20,5,38,2,1
7,33,4,1,-0.02,MCL,Pos,Long,Mem,2,20,5,38,2,2
8,33,2,1,-0.01,FBL,Pos,Long,FB,2,20,5,38,1,2
9,33,1,2,-0.04,FBS,Neg,Short,FB,2,20,5,38,1,1
10,33,3,2,0.01,MCS,Neg,Short,Mem,2,20,5,38,2,1
11,33,2,2,-0.13,FBL,Neg,Long,FB,2,20,5,38,1,2
12,33,4,2,-0.25,MCL,Neg,Long,Mem,2,20,5,38,2,2
13,33,4,1,-0.1,MCL,Pos,Long,Mem,2,20,5,38,2,2
14,33,2,1,-0.15,FBL,Pos,Long,FB,2,20,5,38,1,2
15,33,3,1,-0.25,MCS,Pos,Short,Mem,2,20,5,38,2,1
16,33,1,2,-0.16,FBS,Neg,Short,FB,2,20,5,38,1,1
1,34,1,1,0.02,FBS,Pos,Short,FB,2,19,15,51,1,1
2,34,2,2,-0.06,FBL,Neg,Long,FB,2,19,15,51,1,2
3,34,3,1,0.47,MCS,Pos,Short,Mem,2,19,15,51,2,1
4,34,4,2,0.14,MCL,Neg,Long,Mem,2,19,15,51,2,2
5,34,1,1,-0.02,FBS,Pos,Short,FB,2,19,15,51,1,1
6,34,3,2,-0.01,MCS,Neg,Short,Mem,2,19,15,51,2,1
7,34,4,1,-0.07,MCL,Pos,Long,Mem,2,19,15,51,2,2
8,34,2,1,0.13,FBL,Pos,Long,FB,2,19,15,51,1,2
9,34,1,2,-0.1,FBS,Neg,Short,FB,2,19,15,51,1,1
10,34,3,2,0.08,MCS,Neg,Short,Mem,2,19,15,51,2,1
11,34,2,2,0.46,FBL,Neg,Long,FB,2,19,15,51,1,2
12,34,4,2,0.54,MCL,Neg,Long,Mem,2,19,15,51,2,2
13,34,4,1,0.62,MCL,Pos,Long,Mem,2,19,15,51,2,2
14,34,2,1,0.53,FBL,Pos,Long,FB,2,19,15,51,1,2
15,34,3,1,0.08,MCS,Pos,Short,Mem,2,19,15,51,2,1
16,34,1,2,-0.11,FBS,Neg,Short,FB,2,19,15,51,1,1
1,36,1,1,0.01,FBS,Pos,Short,FB,2,20,48,45,1,1
2,36,2,2,0.1,FBL,Neg,Long,FB,2,20,48,45,1,2
3,36,3,1,-0.09,MCS,Pos,Short,Mem,2,20,48,45,2,1
4,36,4,2,0.21,MCL,Neg,Long,Mem,2,20,48,45,2,2
5,36,1,1,-0.03,FBS,Pos,Short,FB,2,20,48,45,1,1
6,36,3,2,-0.03,MCS,Neg,Short,Mem,2,20,48,45,2,1
7,36,4,1,0.01,MCL,Pos,Long,Mem,2,20,48,45,2,2
8,36,2,1,0.02,FBL,Pos,Long,FB,2,20,48,45,1,2
9,36,1,2,0.05,FBS,Neg,Short,FB,2,20,48,45,1,1
10,36,3,2,0.01,MCS,Neg,Short,Mem,2,20,48,45,2,1
11,36,2,2,0.03,FBL,Neg,Long,FB,2,20,48,45,1,2
12,36,4,2,-0.03,MCL,Neg,Long,Mem,2,20,48,45,2,2
13,36,4,1,0.03,MCL,Pos,Long,Mem,2,20,48,45,2,2
14,36,2,1,0.03,FBL,Pos,Long,FB,2,20,48,45,1,2
15,36,3,1,-0.1,MCS,Pos,Short,Mem,2,20,48,45,2,1
16,36,1,2,0.03,FBS,Neg,Short,FB,2,20,48,45,1,1
1,38,1,1,0.02,FBS,Pos,Short,FB,2,18,20,36,1,1
2,38,2,2,0.01,FBL,Neg,Long,FB,2,18,20,36,1,2
3,38,3,1,-0.08,MCS,Pos,Short,Mem,2,18,20,36,2,1
4,38,4,2,0.06,MCL,Neg,Long,Mem,2,18,20,36,2,2
5,38,1,1,-0.01,FBS,Pos,Short,FB,2,18,20,36,1,1
6,38,3,2,0.01,MCS,Neg,Short,Mem,2,18,20,36,2,1
7,38,4,1,-0.14,MCL,Pos,Long,Mem,2,18,20,36,2,2
8,38,2,1,0.48,FBL,Pos,Long,FB,2,18,20,36,1,2
9,38,1,2,-0.06,FBS,Neg,Short,FB,2,18,20,36,1,1
10,38,3,2,0.01,MCS,Neg,Short,Mem,2,18,20,36,2,1
11,38,2,2,0.04,FBL,Neg,Long,FB,2,18,20,36,1,2
12,38,4,2,0.14,MCL,Neg,Long,Mem,2,18,20,36,2,2
13,38,4,1,0.05,MCL,Pos,Long,Mem,2,18,20,36,2,2
14,38,2,1,0.01,FBL,Pos,Long,FB,2,18,20,36,1,2
15,38,3,1,-0.01,MCS,Pos,Short,Mem,2,18,20,36,2,1
16,38,1,2,-0.04,FBS,Neg,Short,FB,2,18,20,36,1,1
1,39,1,1,0.04,FBS,Pos,Short,FB,2,19,11,42,1,1
2,39,2,2,-0.04,FBL,Neg,Long,FB,2,19,11,42,1,2
3,39,3,1,0.01,MCS,Pos,Short,Mem,2,19,11,42,2,1
4,39,4,2,0.05,MCL,Neg,Long,Mem,2,19,11,42,2,2
5,39,1,1,0,FBS,Pos,Short,FB,2,19,11,42,1,1
6,39,3,2,0.24,MCS,Neg,Short,Mem,2,19,11,42,2,1
7,39,4,1,0.03,MCL,Pos,Long,Mem,2,19,11,42,2,2
8,39,2,1,0.02,FBL,Pos,Long,FB,2,19,11,42,1,2
9,39,1,2,0.05,FBS,Neg,Short,FB,2,19,11,42,1,1
10,39,3,2,0.01,MCS,Neg,Short,Mem,2,19,11,42,2,1
11,39,2,2,0,FBL,Neg,Long,FB,2,19,11,42,1,2
12,39,4,2,0,MCL,Neg,Long,Mem,2,19,11,42,2,2
13,39,4,1,-0.04,MCL,Pos,Long,Mem,2,19,11,42,2,2
14,39,2,1,0.07,FBL,Pos,Long,FB,2,19,11,42,1,2
15,39,3,1,0.33,MCS,Pos,Short,Mem,2,19,11,42,2,1
16,39,1,2,0.1,FBS,Neg,Short,FB,2,19,11,42,1,1
1,40,1,1,0.17,FBS,Pos,Short,FB,2,21,8,25,1,1
2,40,2,2,0.01,FBL,Neg,Long,FB,2,21,8,25,1,2
3,40,3,1,0.05,MCS,Pos,Short,Mem,2,21,8,25,2,1
4,40,4,2,0,MCL,Neg,Long,Mem,2,21,8,25,2,2
5,40,1,1,0,FBS,Pos,Short,FB,2,21,8,25,1,1
6,40,3,2,-0.01,MCS,Neg,Short,Mem,2,21,8,25,2,1
7,40,4,1,0.01,MCL,Pos,Long,Mem,2,21,8,25,2,2
8,40,2,1,0.04,FBL,Pos,Long,FB,2,21,8,25,1,2
9,40,1,2,0.02,FBS,Neg,Short,FB,2,21,8,25,1,1
10,40,3,2,0.04,MCS,Neg,Short,Mem,2,21,8,25,2,1
11,40,2,2,-0.06,FBL,Neg,Long,FB,2,21,8,25,1,2
12,40,4,2,-0.02,MCL,Neg,Long,Mem,2,21,8,25,2,2
13,40,4,1,-0.02,MCL,Pos,Long,Mem,2,21,8,25,2,2
14,40,2,1,-0.06,FBL,Pos,Long,FB,2,21,8,25,1,2
15,40,3,1,-0.05,MCS,Pos,Short,Mem,2,21,8,25,2,1
16,40,1,2,0.43,FBS,Neg,Short,FB,2,21,8,25,1,1
1,41,1,1,-0.01,FBS,Pos,Short,FB,2,20,20,43,1,1
2,41,2,2,-0.03,FBL,Neg,Long,FB,2,20,20,43,1,2
3,41,3,1,-0.13,MCS,Pos,Short,Mem,2,20,20,43,2,1
4,41,4,2,0.03,MCL,Neg,Long,Mem,2,20,20,43,2,2
5,41,1,1,0.01,FBS,Pos,Short,FB,2,20,20,43,1,1
6,41,3,2,-0.02,MCS,Neg,Short,Mem,2,20,20,43,2,1
7,41,4,1,-0.23,MCL,Pos,Long,Mem,2,20,20,43,2,2
8,41,2,1,-0.05,FBL,Pos,Long,FB,2,20,20,43,1,2
9,41,1,2,-0.15,FBS,Neg,Short,FB,2,20,20,43,1,1
10,41,3,2,0.04,MCS,Neg,Short,Mem,2,20,20,43,2,1
11,41,2,2,-0.04,FBL,Neg,Long,FB,2,20,20,43,1,2
12,41,4,2,0.04,MCL,Neg,Long,Mem,2,20,20,43,2,2
13,41,4,1,-0.03,MCL,Pos,Long,Mem,2,20,20,43,2,2
14,41,2,1,0.01,FBL,Pos,Long,FB,2,20,20,43,1,2
15,41,3,1,-0.19,MCS,Pos,Short,Mem,2,20,20,43,2,1
16,41,1,2,-0.03,FBS,Neg,Short,FB,2,20,20,43,1,1
1,42,1,1,0.09,FBS,Pos,Short,FB,2,18,14,37,1,1
2,42,2,2,0.63,FBL,Neg,Long,FB,2,18,14,37,1,2
3,42,3,1,-0.03,MCS,Pos,Short,Mem,2,18,14,37,2,1
4,42,4,2,0.01,MCL,Neg,Long,Mem,2,18,14,37,2,2
5,42,1,1,0.38,FBS,Pos,Short,FB,2,18,14,37,1,1
6,42,3,2,0,MCS,Neg,Short,Mem,2,18,14,37,2,1
7,42,4,1,0.17,MCL,Pos,Long,Mem,2,18,14,37,2,2
8,42,2,1,0.23,FBL,Pos,Long,FB,2,18,14,37,1,2
9,42,1,2,-0.01,FBS,Neg,Short,FB,2,18,14,37,1,1
10,42,3,2,0.04,MCS,Neg,Short,Mem,2,18,14,37,2,1
11,42,2,2,-0.03,FBL,Neg,Long,FB,2,18,14,37,1,2
12,42,4,2,-0.05,MCL,Neg,Long,Mem,2,18,14,37,2,2
13,42,4,1,0.07,MCL,Pos,Long,Mem,2,18,14,37,2,2
14,42,2,1,0,FBL,Pos,Long,FB,2,18,14,37,1,2
15,42,3,1,0.08,MCS,Pos,Short,Mem,2,18,14,37,2,1
16,42,1,2,0.1,FBS,Neg,Short,FB,2,18,14,37,1,1
1,44,1,1,0.03,FBS,Pos,Short,FB,2,21,17,37,1,1
2,44,2,2,0,FBL,Neg,Long,FB,2,21,17,37,1,2
3,44,3,1,0.01,MCS,Pos,Short,Mem,2,21,17,37,2,1
4,44,4,2,0.01,MCL,Neg,Long,Mem,2,21,17,37,2,2
5,44,1,1,-0.01,FBS,Pos,Short,FB,2,21,17,37,1,1
6,44,3,2,0,MCS,Neg,Short,Mem,2,21,17,37,2,1
7,44,4,1,0,MCL,Pos,Long,Mem,2,21,17,37,2,2
8,44,2,1,0.01,FBL,Pos,Long,FB,2,21,17,37,1,2
9,44,1,2,0.03,FBS,Neg,Short,FB,2,21,17,37,1,1
10,44,3,2,0.04,MCS,Neg,Short,Mem,2,21,17,37,2,1
11,44,2,2,0.47,FBL,Neg,Long,FB,2,21,17,37,1,2
12,44,4,2,0.03,MCL,Neg,Long,Mem,2,21,17,37,2,2
13,44,4,1,-0.03,MCL,Pos,Long,Mem,2,21,17,37,2,2
14,44,2,1,0.06,FBL,Pos,Long,FB,2,21,17,37,1,2
15,44,3,1,0.02,MCS,Pos,Short,Mem,2,21,17,37,2,1
16,44,1,2,0.11,FBS,Neg,Short,FB,2,21,17,37,1,1
1,45,1,1,0.02,FBS,Pos,Short,FB,2,19,15,33,1,1
2,45,2,2,-0.09,FBL,Neg,Long,FB,2,19,15,33,1,2
3,45,3,1,-0.06,MCS,Pos,Short,Mem,2,19,15,33,2,1
4,45,4,2,-0.01,MCL,Neg,Long,Mem,2,19,15,33,2,2
5,45,1,1,-0.03,FBS,Pos,Short,FB,2,19,15,33,1,1
6,45,3,2,0,MCS,Neg,Short,Mem,2,19,15,33,2,1
7,45,4,1,0.03,MCL,Pos,Long,Mem,2,19,15,33,2,2
8,45,2,1,0,FBL,Pos,Long,FB,2,19,15,33,1,2
9,45,1,2,0.01,FBS,Neg,Short,FB,2,19,15,33,1,1
10,45,3,2,0.04,MCS,Neg,Short,Mem,2,19,15,33,2,1
11,45,2,2,0.11,FBL,Neg,Long,FB,2,19,15,33,1,2
12,45,4,2,-0.03,MCL,Neg,Long,Mem,2,19,15,33,2,2
13,45,4,1,0.1,MCL,Pos,Long,Mem,2,19,15,33,2,2
14,45,2,1,0.03,FBL,Pos,Long,FB,2,19,15,33,1,2
15,45,3,1,0.02,MCS,Pos,Short,Mem,2,19,15,33,2,1
16,45,1,2,-0.03,FBS,Neg,Short,FB,2,19,15,33,1,1
1,46,1,1,0.11,FBS,Pos,Short,FB,2,20,4,31,1,1
2,46,2,2,-0.09,FBL,Neg,Long,FB,2,20,4,31,1,2
3,46,3,1,-0.08,MCS,Pos,Short,Mem,2,20,4,31,2,1
4,46,4,2,0.04,MCL,Neg,Long,Mem,2,20,4,31,2,2
5,46,1,1,0.01,FBS,Pos,Short,FB,2,20,4,31,1,1
6,46,3,2,0.05,MCS,Neg,Short,Mem,2,20,4,31,2,1
7,46,4,1,-0.13,MCL,Pos,Long,Mem,2,20,4,31,2,2
8,46,2,1,-0.1,FBL,Pos,Long,FB,2,20,4,31,1,2
9,46,1,2,-0.05,FBS,Neg,Short,FB,2,20,4,31,1,1
10,46,3,2,-0.01,MCS,Neg,Short,Mem,2,20,4,31,2,1
11,46,2,2,0.05,FBL,Neg,Long,FB,2,20,4,31,1,2
12,46,4,2,-0.08,MCL,Neg,Long,Mem,2,20,4,31,2,2
13,46,4,1,-0.05,MCL,Pos,Long,Mem,2,20,4,31,2,2
14,46,2,1,-0.04,FBL,Pos,Long,FB,2,20,4,31,1,2
15,46,3,1,-0.11,MCS,Pos,Short,Mem,2,20,4,31,2,1
16,46,1,2,-0.06,FBS,Neg,Short,FB,2,20,4,31,1,1
1,47,1,1,0.03,FBS,Pos,Short,FB,2,19,17,33,1,1
2,47,2,2,0.02,FBL,Neg,Long,FB,2,19,17,33,1,2
3,47,3,1,-0.05,MCS,Pos,Short,Mem,2,19,17,33,2,1
4,47,4,2,0,MCL,Neg,Long,Mem,2,19,17,33,2,2
5,47,1,1,0,FBS,Pos,Short,FB,2,19,17,33,1,1
6,47,3,2,0.06,MCS,Neg,Short,Mem,2,19,17,33,2,1
7,47,4,1,-0.13,MCL,Pos,Long,Mem,2,19,17,33,2,2
8,47,2,1,-0.16,FBL,Pos,Long,FB,2,19,17,33,1,2
9,47,1,2,-0.1,FBS,Neg,Short,FB,2,19,17,33,1,1
10,47,3,2,0,MCS,Neg,Short,Mem,2,19,17,33,2,1
11,47,2,2,-0.02,FBL,Neg,Long,FB,2,19,17,33,1,2
12,47,4,2,-0.06,MCL,Neg,Long,Mem,2,19,17,33,2,2
13,47,4,1,0.06,MCL,Pos,Long,Mem,2,19,17,33,2,2
14,47,2,1,-0.01,FBL,Pos,Long,FB,2,19,17,33,1,2
15,47,3,1,-0.05,MCS,Pos,Short,Mem,2,19,17,33,2,1
16,47,1,2,-0.01,FBS,Neg,Short,FB,2,19,17,33,1,1
1,48,1,1,0.02,FBS,Pos,Short,FB,2,20,11,27,1,1
2,48,2,2,0.04,FBL,Neg,Long,FB,2,20,11,27,1,2
3,48,3,1,0.36,MCS,Pos,Short,Mem,2,20,11,27,2,1
4,48,4,2,0.02,MCL,Neg,Long,Mem,2,20,11,27,2,2
5,48,1,1,0.01,FBS,Pos,Short,FB,2,20,11,27,1,1
6,48,3,2,0.01,MCS,Neg,Short,Mem,2,20,11,27,2,1
7,48,4,1,0.01,MCL,Pos,Long,Mem,2,20,11,27,2,2
8,48,2,1,-0.12,FBL,Pos,Long,FB,2,20,11,27,1,2
9,48,1,2,-0.03,FBS,Neg,Short,FB,2,20,11,27,1,1
10,48,3,2,0.05,MCS,Neg,Short,Mem,2,20,11,27,2,1
11,48,2,2,-0.01,FBL,Neg,Long,FB,2,20,11,27,1,2
12,48,4,2,-0.12,MCL,Neg,Long,Mem,2,20,11,27,2,2
13,48,4,1,0.04,MCL,Pos,Long,Mem,2,20,11,27,2,2
14,48,2,1,0.01,FBL,Pos,Long,FB,2,20,11,27,1,2
15,48,3,1,-0.08,MCS,Pos,Short,Mem,2,20,11,27,2,1
16,48,1,2,-0.01,FBS,Neg,Short,FB,2,20,11,27,1,1
1,49,1,1,0.06,FBS,Pos,Short,FB,2,20,15,39,1,1
2,49,2,2,-0.05,FBL,Neg,Long,FB,2,20,15,39,1,2
3,49,3,1,0,MCS,Pos,Short,Mem,2,20,15,39,2,1
4,49,4,2,0.08,MCL,Neg,Long,Mem,2,20,15,39,2,2
5,49,1,1,-0.07,FBS,Pos,Short,FB,2,20,15,39,1,1
6,49,3,2,0.04,MCS,Neg,Short,Mem,2,20,15,39,2,1
7,49,4,1,-0.05,MCL,Pos,Long,Mem,2,20,15,39,2,2
8,49,2,1,0.06,FBL,Pos,Long,FB,2,20,15,39,1,2
9,49,1,2,-0.06,FBS,Neg,Short,FB,2,20,15,39,1,1
10,49,3,2,0.03,MCS,Neg,Short,Mem,2,20,15,39,2,1
11,49,2,2,0.02,FBL,Neg,Long,FB,2,20,15,39,1,2
12,49,4,2,0.03,MCL,Neg,Long,Mem,2,20,15,39,2,2
13,49,4,1,0.07,MCL,Pos,Long,Mem,2,20,15,39,2,2
14,49,2,1,-0.03,FBL,Pos,Long,FB,2,20,15,39,1,2
15,49,3,1,0.05,MCS,Pos,Short,Mem,2,20,15,39,2,1
16,49,1,2,0.19,FBS,Neg,Short,FB,2,20,15,39,1,1
1,50,1,1,0.05,FBS,Pos,Short,FB,2,20,12,30,1,1
2,50,2,2,-0.08,FBL,Neg,Long,FB,2,20,12,30,1,2
3,50,3,1,0,MCS,Pos,Short,Mem,2,20,12,30,2,1
4,50,4,2,-0.01,MCL,Neg,Long,Mem,2,20,12,30,2,2
5,50,1,1,0,FBS,Pos,Short,FB,2,20,12,30,1,1
6,50,3,2,-0.02,MCS,Neg,Short,Mem,2,20,12,30,2,1
7,50,4,1,0.06,MCL,Pos,Long,Mem,2,20,12,30,2,2
8,50,2,1,0.09,FBL,Pos,Long,FB,2,20,12,30,1,2
9,50,1,2,0.01,FBS,Neg,Short,FB,2,20,12,30,1,1
10,50,3,2,0.03,MCS,Neg,Short,Mem,2,20,12,30,2,1
11,50,2,2,-0.07,FBL,Neg,Long,FB,2,20,12,30,1,2
12,50,4,2,-0.16,MCL,Neg,Long,Mem,2,20,12,30,2,2
13,50,4,1,-0.1,MCL,Pos,Long,Mem,2,20,12,30,2,2
14,50,2,1,-0.13,FBL,Pos,Long,FB,2,20,12,30,1,2
15,50,3,1,-0.04,MCS,Pos,Short,Mem,2,20,12,30,2,1
16,50,1,2,-0.06,FBS,Neg,Short,FB,2,20,12,30,1,1
1,52,1,1,0.05,FBS,Pos,Short,FB,2,19,13,36,1,1
2,52,2,2,-0.07,FBL,Neg,Long,FB,2,19,13,36,1,2
3,52,3,1,0,MCS,Pos,Short,Mem,2,19,13,36,2,1
4,52,4,2,0.1,MCL,Neg,Long,Mem,2,19,13,36,2,2
5,52,1,1,0.02,FBS,Pos,Short,FB,2,19,13,36,1,1
6,52,3,2,0.32,MCS,Neg,Short,Mem,2,19,13,36,2,1
7,52,4,1,0.01,MCL,Pos,Long,Mem,2,19,13,36,2,2
8,52,2,1,0.05,FBL,Pos,Long,FB,2,19,13,36,1,2
9,52,1,2,0.1,FBS,Neg,Short,FB,2,19,13,36,1,1
10,52,3,2,0.07,MCS,Neg,Short,Mem,2,19,13,36,2,1
11,52,2,2,-0.06,FBL,Neg,Long,FB,2,19,13,36,1,2
12,52,4,2,-0.06,MCL,Neg,Long,Mem,2,19,13,36,2,2
13,52,4,1,-0.02,MCL,Pos,Long,Mem,2,19,13,36,2,2
14,52,2,1,-0.04,FBL,Pos,Long,FB,2,19,13,36,1,2
15,52,3,1,-0.06,MCS,Pos,Short,Mem,2,19,13,36,2,1
16,52,1,2,-0.06,FBS,Neg,Short,FB,2,19,13,36,1,1
1,53,1,1,0.07,FBS,Pos,Short,FB,2,21,9,32,1,1
2,53,2,2,0.07,FBL,Neg,Long,FB,2,21,9,32,1,2
3,53,3,1,-0.08,MCS,Pos,Short,Mem,2,21,9,32,2,1
4,53,4,2,0,MCL,Neg,Long,Mem,2,21,9,32,2,2
5,53,1,1,-0.01,FBS,Pos,Short,FB,2,21,9,32,1,1
6,53,3,2,0.09,MCS,Neg,Short,Mem,2,21,9,32,2,1
7,53,4,1,-0.14,MCL,Pos,Long,Mem,2,21,9,32,2,2
8,53,2,1,0.01,FBL,Pos,Long,FB,2,21,9,32,1,2
9,53,1,2,-0.02,FBS,Neg,Short,FB,2,21,9,32,1,1
10,53,3,2,0.04,MCS,Neg,Short,Mem,2,21,9,32,2,1
11,53,2,2,0.09,FBL,Neg,Long,FB,2,21,9,32,1,2
12,53,4,2,-0.11,MCL,Neg,Long,Mem,2,21,9,32,2,2
13,53,4,1,0.03,MCL,Pos,Long,Mem,2,21,9,32,2,2
14,53,2,1,0.01,FBL,Pos,Long,FB,2,21,9,32,1,2
15,53,3,1,0.02,MCS,Pos,Short,Mem,2,21,9,32,2,1
16,53,1,2,0.04,FBS,Neg,Short,FB,2,21,9,32,1,1
1,54,1,1,0.07,FBS,Pos,Short,FB,2,19,10,43,1,1
2,54,2,2,-0.01,FBL,Neg,Long,FB,2,19,10,43,1,2
3,54,3,1,-0.1,MCS,Pos,Short,Mem,2,19,10,43,2,1
4,54,4,2,0.02,MCL,Neg,Long,Mem,2,19,10,43,2,2
5,54,1,1,-0.03,FBS,Pos,Short,FB,2,19,10,43,1,1
6,54,3,2,0.04,MCS,Neg,Short,Mem,2,19,10,43,2,1
7,54,4,1,-0.01,MCL,Pos,Long,Mem,2,19,10,43,2,2
8,54,2,1,-0.03,FBL,Pos,Long,FB,2,19,10,43,1,2
9,54,1,2,-0.07,FBS,Neg,Short,FB,2,19,10,43,1,1
10,54,3,2,0.03,MCS,Neg,Short,Mem,2,19,10,43,2,1
11,54,2,2,-0.04,FBL,Neg,Long,FB,2,19,10,43,1,2
12,54,4,2,-0.1,MCL,Neg,Long,Mem,2,19,10,43,2,2
13,54,4,1,0.03,MCL,Pos,Long,Mem,2,19,10,43,2,2
14,54,2,1,-0.06,FBL,Pos,Long,FB,2,19,10,43,1,2
15,54,3,1,-0.08,MCS,Pos,Short,Mem,2,19,10,43,2,1
16,54,1,2,-0.07,FBS,Neg,Short,FB,2,19,10,43,1,1
1,55,1,1,0.04,FBS,Pos,Short,FB,2,19,16,27,1,1
2,55,2,2,-0.09,FBL,Neg,Long,FB,2,19,16,27,1,2
3,55,3,1,-0.04,MCS,Pos,Short,Mem,2,19,16,27,2,1
4,55,4,2,-0.01,MCL,Neg,Long,Mem,2,19,16,27,2,2
5,55,1,1,0.01,FBS,Pos,Short,FB,2,19,16,27,1,1
6,55,3,2,0.01,MCS,Neg,Short,Mem,2,19,16,27,2,1
7,55,4,1,-0.04,MCL,Pos,Long,Mem,2,19,16,27,2,2
8,55,2,1,-0.12,FBL,Pos,Long,FB,2,19,16,27,1,2
9,55,1,2,-0.07,FBS,Neg,Short,FB,2,19,16,27,1,1
10,55,3,2,0.06,MCS,Neg,Short,Mem,2,19,16,27,2,1
11,55,2,2,0.12,FBL,Neg,Long,FB,2,19,16,27,1,2
12,55,4,2,0,MCL,Neg,Long,Mem,2,19,16,27,2,2
13,55,4,1,0.01,MCL,Pos,Long,Mem,2,19,16,27,2,2
14,55,2,1,-0.06,FBL,Pos,Long,FB,2,19,16,27,1,2
15,55,3,1,-0.04,MCS,Pos,Short,Mem,2,19,16,27,2,1
16,55,1,2,0.43,FBS,Neg,Short,FB,2,19,16,27,1,1
1,56,1,1,0.02,FBS,Pos,Short,FB,2,18,9,37,1,1
2,56,2,2,-0.12,FBL,Neg,Long,FB,2,18,9,37,1,2
3,56,3,1,-0.02,MCS,Pos,Short,Mem,2,18,9,37,2,1
4,56,4,2,0.04,MCL,Neg,Long,Mem,2,18,9,37,2,2
5,56,1,1,0.01,FBS,Pos,Short,FB,2,18,9,37,1,1
6,56,3,2,0.11,MCS,Neg,Short,Mem,2,18,9,37,2,1
7,56,4,1,-0.05,MCL,Pos,Long,Mem,2,18,9,37,2,2
8,56,2,1,0.02,FBL,Pos,Long,FB,2,18,9,37,1,2
9,56,1,2,-0.01,FBS,Neg,Short,FB,2,18,9,37,1,1
10,56,3,2,-0.01,MCS,Neg,Short,Mem,2,18,9,37,2,1
11,56,2,2,0.05,FBL,Neg,Long,FB,2,18,9,37,1,2
12,56,4,2,-0.01,MCL,Neg,Long,Mem,2,18,9,37,2,2
13,56,4,1,0,MCL,Pos,Long,Mem,2,18,9,37,2,2
14,56,2,1,0.02,FBL,Pos,Long,FB,2,18,9,37,1,2
15,56,3,1,-0.01,MCS,Pos,Short,Mem,2,18,9,37,2,1
16,56,1,2,0.02,FBS,Neg,Short,FB,2,18,9,37,1,1
1,57,1,1,0.02,FBS,Pos,Short,FB,2,18,15,48,1,1
2,57,2,2,-0.07,FBL,Neg,Long,FB,2,18,15,48,1,2
3,57,3,1,0.01,MCS,Pos,Short,Mem,2,18,15,48,2,1
4,57,4,2,0,MCL,Neg,Long,Mem,2,18,15,48,2,2
5,57,1,1,0,FBS,Pos,Short,FB,2,18,15,48,1,1
6,57,3,2,-0.03,MCS,Neg,Short,Mem,2,18,15,48,2,1
7,57,4,1,0.03,MCL,Pos,Long,Mem,2,18,15,48,2,2
8,57,2,1,-0.04,FBL,Pos,Long,FB,2,18,15,48,1,2
9,57,1,2,-0.07,FBS,Neg,Short,FB,2,18,15,48,1,1
10,57,3,2,0,MCS,Neg,Short,Mem,2,18,15,48,2,1
11,57,2,2,0.06,FBL,Neg,Long,FB,2,18,15,48,1,2
12,57,4,2,-0.06,MCL,Neg,Long,Mem,2,18,15,48,2,2
13,57,4,1,0.01,MCL,Pos,Long,Mem,2,18,15,48,2,2
14,57,2,1,-0.02,FBL,Pos,Long,FB,2,18,15,48,1,2
15,57,3,1,-0.07,MCS,Pos,Short,Mem,2,18,15,48,2,1
16,57,1,2,-0.02,FBS,Neg,Short,FB,2,18,15,48,1,1
1,58,1,1,0.03,FBS,Pos,Short,FB,2,19,21,40,1,1
